,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,CP,Last Week,Date,Year,CFP
504,1,<,1,Georgia (62),SEC,10-0,1574,*1,W 45-19 A Mississippi State,Week 11Nov 13 [12],2022,1
505,2,<,2,Ohio State (1),Big Ten,10-0,1501,*2,W 56-14 H Indiana,Week 11Nov 13 [12],2022,2
506,3,<,3,Michigan,Big Ten,10-0,1453,*3,W 34-3 H Nebraska,Week 11Nov 13 [12],2022,3
507,4,<,4,TCU,Big 12,10-0,1374,4,W 17-10 A #18 Texas,Week 11Nov 13 [12],2022,4
508,5,<,5,Tennessee,SEC,9-1,1341,5,W 66-24 H Missouri,Week 11Nov 13 [12],2022,5
509,6,<,7,LSU,SEC,8-2,1218,7,W 13-10 A Arkansas,Week 11Nov 13 [12],2022,6
510,7,<,8,USC,Pac-12,9-1,1152,6,W 55-17 H Colorado,Week 11Nov 13 [12],2022,7
511,8,<,10,Alabama,SEC,8-2,1140,8,W 30-24 A #11 Mississippi,Week 11Nov 13 [12],2022,8
512,9,<,12,Clemson,ACC,9-1,1055,9,W 31-16 H Louisville,Week 11Nov 13 [12],2022,9
513,10,<,13,Utah,Pac-12,8-2,965,10,W 42-7 H Stanford,Week 11Nov 13 [12],2022,10
514,11,<,14,Penn State,Big Ten,8-2,882,12,W 30-0 H Maryland,Week 11Nov 13 [12],2022,11
515,12,<,6,Oregon,Pac-12,8-2,856,13,L 37-34 H #24 Washington,Week 11Nov 13 [12],2022,12
516,13,<,15,North Carolina,ACC,9-1,843,11,W 36-34 A Wake Forest,Week 11Nov 13 [12],2022,13
517,14,<,11,Mississippi,SEC,8-2,797,14,L 30-24 H #10 Alabama,Week 11Nov 13 [12],2022,14
518,15,<,24,Washington,Pac-12,8-2,693,15,W 37-34 A #6 Oregon,Week 11Nov 13 [12],2022,17
519,16,<,9,UCLA,Pac-12,8-2,648,16,L 34-28 H Arizona,Week 11Nov 13 [12],2022,16
520,17,<,22,UCF,AAC,8-2,537,18,W 38-31 A #16 Tulane,Week 11Nov 13 [12],2022,20
521,18,<,20,Notre Dame,Ind,7-3,495,19,W 35-32 N Navy,Week 11Nov 13 [12],2022,18
522,19,<,23,Kansas State,Big 12,7-3,468,17,W 31-3 A Baylor,Week 11Nov 13 [12],2022,15
523,20,<,25,Florida State,ACC,7-3,386,20,W 38-3 A Syracuse,Week 11Nov 13 [12],2022,19
524,21,<,16,Tulane,AAC,8-2,273,22,L 38-31 H #22 UCF,Week 11Nov 13 [12],2022,21
525,22,<,NR,Cincinnati,AAC,8-2,237,21,W 27-25 H East Carolina,Week 11Nov 13 [12],2022,25
526,23,<,NR,Coastal Carolina,Sun Belt,9-1,143,23,W 26-23 H Southern Miss,Week 11Nov 13 [12],2022,NR
527,24,<,NR,Oklahoma State,Big 12,7-3,85,24,W 20-14 H Iowa State,Week 11Nov 13 [12],2022,22
528,25,<,NR,Oregon State,Pac-12,7-3,81,RV,W 38-10 H California,Week 11Nov 13 [12],2022,23
529,RV,<,17,NC State,ACC,,77,25,L 21-20 H Boston College,Week 11Nov 13 [12],2022,24
530,RV,<,18,Texas,Big 12,,65,RV,L 17-10 H #4 TCU,Week 11Nov 13 [12],2022,NR
531,RV,<,NR,UTSA,CUSA,,51,RV,W 51-7 H Louisiana Tech,Week 11Nov 13 [12],2022,NR
532,RV,<,NR,Troy,Sun Belt,,22,RV,W 10-9 H Army,Week 11Nov 13 [12],2022,NR
533,RV,<,NR,Duke,ACC,,16,RV,W 24-7 H Virginia Tech,Week 11Nov 13 [12],2022,NR
534,RV,<,19,Liberty,Ind,,15,RV,L 36-33 A Connecticut,Week 11Nov 13 [12],2022,NR
535,RV,<,21,Illinois,Big Ten,,13,RV,L 31-24 H Purdue,Week 11Nov 13 [12],2022,NR
536,RV,<,NR,Minnesota,Big Ten,,7,RV,W 31-3 H Northwestern,Week 11Nov 13 [12],2022,NR
537,RV,<,NR,Florida,SEC,,6,RV,W 38-6 H South Carolina,Week 11Nov 13 [12],2022,NR
538,RV,<,NR,Boise State,MWC,,5,RV,W 41-3 A Nevada,Week 11Nov 13 [12],2022,NR
539,RV,<,NR,South Alabama,Sun Belt,,1,RV,W 38-21 H Texas State,Week 11Nov 13 [12],2022,NR
540,NR,<,NR,Air Force,MWC,,0,RV,W 35-3 H New Mexico,Week 11Nov 13 [12],2022,NR
541,NR,<,NR,Kentucky,SEC,,0,RV,L 24-21 H Vanderbilt,Week 11Nov 13 [12],2022,NR
542,NR,<,NR,Pittsburgh,ACC,,0,RV,W 37-7 A Virginia,Week 11Nov 13 [12],2022,NR
543,NR,<,NR,Toledo,MAC,,0,RV,W 28-21 H Ball State,Week 11Nov 13 [12],2022,NR
544,NR,<,NR,Wake Forest,ACC,,0,RV,L 36-34 H #15 North Carolina,Week 11Nov 13 [12],2022,NR
545,1,<,1,Georgia (62),SEC,11-0,1574,1,W 16-6 A Kentucky,Week 12Nov 20 [13],2022,1
546,2,<,2,Ohio State (1),Big Ten,11-0,1507,2,W 43-30 A Maryland,Week 12Nov 20 [13],2022,2
547,3,<,3,Michigan,Big Ten,11-0,1446,3,W 19-17 H Illinois,Week 12Nov 20 [13],2022,3
548,4,<,4,TCU,Big 12,11-0,1395,4,W 29-28 A Baylor,Week 12Nov 20 [13],2022,4
549,5,<,7,USC,Pac-12,10-1,1293,5,W 48-45 A #16 UCLA,Week 12Nov 20 [13],2022,6
550,6,<,6,LSU,SEC,9-2,1241,6,W 41-10 H UAB,Week 12Nov 20 [13],2022,5
551,7,<,9,Clemson,ACC,10-1,1152,8,W 40-10 H Miami (FL),Week 12Nov 20 [13],2022,8
552,8,<,8,Alabama,SEC,9-2,1131,7,W 34-0 H Austin Peay,Week 12Nov 20 [13],2022,7
553,9,<,5,Tennessee,SEC,9-2,1058,11,L 63-38 A South Carolina,Week 12Nov 20 [13],2022,10
554,10,<,12,Oregon,Pac-12,9-2,1009,9,W 20-17 H #10 Utah,Week 12Nov 20 [13],2022,9
555,11,<,11,Penn State,Big Ten,9-2,994,10,W 55-10 A Rutgers,Week 12Nov 20 [13],2022,11
556,12,<,15,Washington,Pac-12,9-2,879,12,W 54-7 H Colorado,Week 12Nov 20 [13],2022,13
557,13,<,18,Notre Dame,Ind,8-3,710,15,W 44-0 H Boston College,Week 12Nov 20 [13],2022,15
558,14,<,10,Utah,Pac-12,8-3,709,14,L 20-17 A #12 Oregon,Week 12Nov 20 [13],2022,14
559,15,<,19,Kansas State,Big 12,8-3,697,13,W 48-31 A West Virginia,Week 12Nov 20 [13],2022,12
560,16,<,20,Florida State,ACC,8-3,579,16,W 49-17 H Louisiana,Week 12Nov 20 [13],2022,16
561,17,<,16,UCLA,Pac-12,8-3,562,18,L 48-45 H #7 USC,Week 12Nov 20 [13],2022,18
562,18,<,13,North Carolina,ACC,9-2,464,17,L 21-17 H Georgia Tech,Week 12Nov 20 [13],2022,17
563,19,<,21,Tulane,AAC,9-2,441,20,W 59-24 H SMU,Week 12Nov 20 [13],2022,19
564,20,<,14,Mississippi,SEC,8-3,395,19,L 42-27 A Arkansas,Week 12Nov 20 [13],2022,20
565,21,<,22,Cincinnati,AAC,9-2,353,21,W 23-3 A Temple,Week 12Nov 20 [13],2022,24
566,22,<,25,Oregon State,Pac-12,8-3,271,22,W 31-7 A Arizona State,Week 12Nov 20 [13],2022,21
567,23,<,23,Coastal Carolina,Sun Belt,9-1,186,23,DNP,Week 12Nov 20 [13],2022,NR
568,24,<,NR,Texas,Big 12,7-4,128,24,W 55-14 A Kansas,Week 12Nov 20 [13],2022,23
569,25,<,17,UCF,AAC,8-3,87,RV,L 17-14 H Navy,Week 12Nov 20 [13],2022,22
570,RV,<,NR,UTSA,CUSA,,85,25,W 41-7 A Rice,Week 12Nov 20 [13],2022,NR
571,RV,<,NR,South Carolina,SEC,,44,RV,W 63-38 H #5 Tennessee,Week 12Nov 20 [13],2022,NR
572,RV,<,NR,Troy,Sun Belt,,34,RV,W 34-16 H Louisiana Monroe,Week 12Nov 20 [13],2022,NR
573,RV,<,NR,Boise State,MWC,,16,RV,W 20-17 A Wyoming,Week 12Nov 20 [13],2022,NR
574,RV,<,NR,Illinois,Big Ten,,12,RV,L 19-17 A #3 Michigan,Week 12Nov 20 [13],2022,NR
575,RV,<,NR,Iowa,Big Ten,,5,RV,W 13-10 A Minnesota,Week 12Nov 20 [13],2022,NR
576,RV,<,NR,Louisville,ACC,,5,RV,W 25-10 H NC State,Week 12Nov 20 [13],2022,25
577,RV,<,NR,Mississippi State,SEC,,3,RV,W 56-7 H East Tennessee State,Week 12Nov 20 [13],2022,NR
578,RV,<,NR,South Alabama,Sun Belt,,3,RV,W 27-20 A Southern Miss,Week 12Nov 20 [13],2022,NR
579,RV,<,24,Oklahoma State,Big 12,,2,NR,L 28-13 A Oklahoma,Week 12Nov 20 [13],2022,NR
580,RV,<,NR,Arkansas,SEC,,2,NR,W 42-27 H #14 Mississippi,Week 12Nov 20 [13],2022,NR
581,RV,<,NR,Purdue,Big Ten,,2,RV,W 17-9 H Northwestern,Week 12Nov 20 [13],2022,NR
582,RV,<,NR,Fresno State,MWC,,1,NR,W 41-14 A Nevada,Week 12Nov 20 [13],2022,NR
583,NR,<,NR,Air Force,MWC,,0,RV,W 24-12 H Colorado State,Week 12Nov 20 [13],2022,NR
584,NR,<,NR,Georgia Tech,ACC,,0,RV,W 21-17 A #13 North Carolina,Week 12Nov 20 [13],2022,NR
585,NR,<,NR,Liberty,Ind,,0,RV,L 23-22 H Virginia Tech,Week 12Nov 20 [13],2022,NR
586,NR,<,NR,Pittsburgh,ACC,,0,RV,W 28-26 H Duke,Week 12Nov 20 [13],2022,NR
587,NR,<,NR,Wake Forest,ACC,,0,RV,W 45-35 H Syracuse,Week 12Nov 20 [13],2022,NR
588,NR,<,NR,Washington State,Pac-12,,0,RV,W 31-20 A Arizona,Week 12Nov 20 [13],2022,NR
589,1,<,1,Georgia (58),SEC,12-0,1570,*1,W 37-14 H Georgia Tech,Week 13Nov 27 [14],2022,1
590,2,<,3,Michigan (5),Big Ten,12-0,1516,*2,W 45-23 A #2 Ohio State,Week 13Nov 27 [14],2022,2
591,3,<,4,TCU,Big 12,12-0,1449,3,W 62-14 H Iowa State,Week 13Nov 27 [14],2022,3
592,4,<,5,USC,Pac-12,11-1,1382,4,W 38-27 H #13 Notre Dame,Week 13Nov 27 [14],2022,4
593,5,<,2,Ohio State,Big Ten,11-1,1313,5,L 45-23 H #3 Michigan,Week 13Nov 27 [14],2022,5
594,6,<,8,Alabama,SEC,10-2,1243,6,W 49-27 H Auburn,Week 13Nov 27 [14],2022,6
595,7,<,9,Tennessee,SEC,10-2,1195,8,W 56-0 A Vanderbilt,Week 13Nov 27 [14],2022,7
596,8,<,11,Penn State,Big Ten,10-2,1131,7,W 35-16 H Michigan State,Week 13Nov 27 [14],2022,8
597,9,<,12,Washington,Pac-12,10-2,1048,9,W 51-33 A Washington State,Week 13Nov 27 [14],2022,12
598,10,<,7,Clemson,ACC,10-2,928,11,L 31-30 H South Carolina,Week 13Nov 27 [14],2022,9
599,11,<,6,LSU,SEC,9-3,874,13,L 38-23 A Texas A&M,Week 13Nov 27 [14],2022,14
600,12,<,14,Utah,Pac-12,9-3,849,12,W 63-21 A Colorado,Week 13Nov 27 [14],2022,11
601,13,<,15,Kansas State,Big 12,9-3,815,10,W 47-27 H Kansas,Week 13Nov 27 [14],2022,10
602,14,<,16,Florida State,ACC,9-3,730,14,W 45-38 H Florida,Week 13Nov 27 [14],2022,13
603,15,<,10,Oregon,Pac-12,9-3,701,15,L 38-34 A #22 Oregon State,Week 13Nov 27 [14],2022,16
604,16,<,22,Oregon State,Pac-12,9-3,662,16,W 38-34 H #10 Oregon,Week 13Nov 27 [14],2022,15
605,17,<,17,UCLA,Pac-12,9-3,618,17,W 35-28 A California,Week 13Nov 27 [14],2022,17
606,18,<,19,Tulane,AAC,10-2,551,18,W 27-24 A #21 Cincinnati,Week 13Nov 27 [14],2022,18
607,19,<,13,Notre Dame,Ind,8-4,384,19,L 38-27 A #5 USC,Week 13Nov 27 [14],2022,21
608,20,<,NR,South Carolina,SEC,8-4,358,20,W 31-30 A #7 Clemson,Week 13Nov 27 [14],2022,19
609,21,<,24,Texas,Big 12,8-4,316,21,W 38-27 H Baylor,Week 13Nov 27 [14],2022,20
610,22,<,25,UCF,AAC,9-3,170,23,W 46-39 A South Florida,Week 13Nov 27 [14],2022,22
611,23,<,NR,UTSA,CUSA,10-2,145,24,W 34-31 H UTEP,Week 13Nov 27 [14],2022,NR
612,24,<,18,North Carolina,ACC,9-3,114,22,L 30-27 (2OT) H NC State,Week 13Nov 27 [14],2022,23
613,25,<,NR,Mississippi State,SEC,8-4,99,25,W 24-22 A #20 Mississippi,Week 13Nov 27 [14],2022,24
614,RV,<,NR,Troy,Sun Belt,,80,RV,W 48-19 A Arkansas State,Week 13Nov 27 [14],2022,NR
615,RV,<,NR,NC State,ACC,,62,RV,W 30-27 (2OT) A #18 North Carolina,Week 13Nov 27 [14],2022,25
616,RV,<,21,Cincinnati,AAC,,43,RV,L 27-24 H #19 Tulane,Week 13Nov 27 [14],2022,NR
617,RV,<,NR,Boise State,MWC,,39,RV,W 42-23 H Utah State,Week 13Nov 27 [14],2022,NR
618,RV,<,NR,Purdue,Big Ten,,24,RV,W 30-16 A Indiana,Week 13Nov 27 [14],2022,NR
619,RV,<,20,Mississippi,SEC,,22,RV,L 24-22 H Mississippi State,Week 13Nov 27 [14],2022,NR
620,RV,<,NR,South Alabama,Sun Belt,,12,RV,W 27-20 H Old Dominion,Week 13Nov 27 [14],2022,NR
621,RV,<,NR,Illinois,Big Ten,,10,RV,W 41-3 A Northwestern,Week 13Nov 27 [14],2022,NR
622,RV,<,23,Coastal Carolina,Sun Belt,,6,RV,L 47-7 A James Madison,Week 13Nov 27 [14],2022,NR
623,RV,<,NR,Pittsburgh,ACC,,5,RV,W 42-16 A Miami (FL),Week 13Nov 27 [14],2022,NR
624,RV,<,NR,Fresno State,MWC,,4,RV,W 30-0 H Wyoming,Week 13Nov 27 [14],2022,NR
625,RV,<,NR,James Madison,Sun Belt,,4,RV,W 47-7 H #23 Coastal Carolina,Week 13Nov 27 [14],2022,NR
626,RV,<,NR,Ohio,MAC,,2,NR,W 38-14 H Bowling Green,Week 13Nov 27 [14],2022,NR
627,RV,<,NR,Minnesota,Big Ten,,1,RV,W 23-16 A Wisconsin,Week 13Nov 27 [14],2022,NR
628,NR,<,NR,Air Force,MWC,,0,RV,W 13-3 A San Diego State,Week 13Nov 27 [14],2022,NR
629,NR,<,NR,Duke,ACC,,0,RV,W 34-31 H Wake Forest,Week 13Nov 27 [14],2022,NR
630,NR,<,NR,Iowa,Big Ten,,0,RV,L 24-17 H Nebraska,Week 13Nov 27 [14],2022,NR
631,NR,<,NR,Wake Forest,ACC,,0,RV,L 34-31 A Duke,Week 13Nov 27 [14],2022,NR
632,1,<,1,Georgia (62),SEC,13-0,1574,*1,W 50-30 N #11 LSU (SEC CG),Week 14Dec 4 [15],2022,1
633,2,<,2,Michigan (1),Big Ten,13-0,1513,*2,W 43-22 N Purdue (Big Ten CG),Week 14Dec 4 [15],2022,2
634,3,<,3,TCU,Big 12,12-1,1430,4,L 31-28 (1OT) N #13 Kansas State (Big 12 CG),Week 14Dec 4 [15],2022,3
635,4,<,5,Ohio State,Big Ten,11-1,1398,3,DNP,Week 14Dec 4 [15],2022,4
636,5,<,6,Alabama,SEC,10-2,1285,5,DNP,Week 14Dec 4 [15],2022,5
637,6,<,7,Tennessee,SEC,10-2,1233,6,DNP,Week 14Dec 4 [15],2022,6
638,7,<,12,Utah,Pac-12,10-3,1110,10,W 47-24 N #4 USC (Pac-12 CG),Week 14Dec 4 [15],2022,8
639,8,<,4,USC,Pac-12,11-2,1068,8,L 47-24 N #12 Utah (Pac-12 CG),Week 14Dec 4 [15],2022,10
640,9,<,8,Penn State,Big Ten,10-2,1063,7,DNP,Week 14Dec 4 [15],2022,11
641,10,<,10,Clemson,ACC,11-2,1042,11,W 39-10 N #24 North Carolina (ACC CG),Week 14Dec 4 [15],2022,7
642,11,<,13,Kansas State,Big 12,10-3,1032,9,W 31-28 (1OT) N #3 TCU (Big 12 CG),Week 14Dec 4 [15],2022,9
643,12,<,9,Washington,Pac-12,10-2,933,12,DNP,Week 14Dec 4 [15],2022,12
644,13,<,14,Florida State,ACC,9-3,708,13,DNP,Week 14Dec 4 [15],2022,13
645,14,<,18,Tulane,AAC,11-2,681,17,W 45-28 H #22 UCF (AAC CG),Week 14Dec 4 [15],2022,16
646,15,<,15,Oregon,Pac-12,9-3,670,14,DNP,Week 14Dec 4 [15],2022,15
647,16,<,11,LSU,SEC,9-4,660,15,L 50-30 N #1 Georgia (SEC CG),Week 14Dec 4 [15],2022,16
648,17,<,16,Oregon State,Pac-12,9-3,644,16,DNP,Week 14Dec 4 [15],2022,14
649,18,<,17,UCLA,Pac-12,9-3,570,18,DNP,Week 14Dec 4 [15],2022,18
650,19,<,19,Notre Dame,Ind,8-4,394,20,DNP,Week 14Dec 4 [15],2022,21
651,20,<,20,South Carolina,SEC,8-4,382,19,DNP,Week 14Dec 4 [15],2022,19
652,21,<,21,Texas,Big 12,8-4,305,21,DNP,Week 14Dec 4 [15],2022,20
653,22,<,23,UTSA,CUSA,11-2,227,22,W 48-27 H North Texas (C-USA CG),Week 14Dec 4 [15],2022,25
654,23,<,NR,Troy,Sun Belt,11-2,158,24,W 45-26 H Coastal Carolina (Sun Belt CG),Week 14Dec 4 [15],2022,24
655,24,<,25,Mississippi State,SEC,8-4,119,23,DNP,Week 14Dec 4 [15],2022,22
656,25,<,NR,NC State,ACC,8-4,59,RV,DNP,Week 14Dec 4 [15],2022,23
657,RV,<,24,North Carolina,ACC,,39,25,L 39-10 N #10 Clemson (ACC CG),Week 14Dec 4 [15],2022,NR
658,RV,<,22,UCF,AAC,,36,RV,L 45-28 A #18 Tulane (AAC CG),Week 14Dec 4 [15],2022,NR
659,RV,<,NR,Cincinnati,AAC,,32,RV,DNP,Week 14Dec 4 [15],2022,NR
660,RV,<,NR,Mississippi,SEC,,27,RV,DNP,Week 14Dec 4 [15],2022,NR
661,RV,<,NR,Fresno State,MWC,,25,RV,W 28-16 A Boise State (MWC CG),Week 14Dec 4 [15],2022,NR
662,RV,<,NR,Purdue,Big Ten,,17,RV,L 43-22 N #2 Michigan (Big Ten CG),Week 14Dec 4 [15],2022,NR
663,RV,<,NR,South Alabama,Sun Belt,,17,RV,DNP,Week 14Dec 4 [15],2022,NR
664,RV,<,NR,Illinois,Big Ten,,11,RV,DNP,Week 14Dec 4 [15],2022,NR
665,RV,<,NR,Boise State,MWC,,6,RV,L 28-16 H Fresno State (MWC CG),Week 14Dec 4 [15],2022,NR
666,RV,<,NR,Pittsburgh,ACC,,4,RV,DNP,Week 14Dec 4 [15],2022,NR
667,RV,<,NR,Minnesota,Big Ten,,2,RV,DNP,Week 14Dec 4 [15],2022,NR
668,RV,<,NR,James Madison,Sun Belt,,1,NR,DNP,Week 14Dec 4 [15],2022,NR
669,NR,<,NR,Air Force,MWC,,0,RV,DNP,Week 14Dec 4 [15],2022,NR
670,NR,<,NR,Coastal Carolina,Sun Belt,,0,RV,L 45-26 A Troy (Sun Belt CG),Week 14Dec 4 [15],2022,NR
671,NR,<,NR,Duke,ACC,,0,RV,DNP,Week 14Dec 4 [15],2022,NR
672,1,<,1,Georgia (63),SEC,15-0,1575,*1,W 65-7 N #3 TCU (CFP Final),Week 15 (Final)Jan 10[16],2022,
673,2,<,3,TCU,Big 12,13-2,1484,2,L 65-7 N #1 Georgia (CFP Final),Week 15 (Final)Jan 10[16],2022,
674,3,<,2,Michigan,Big Ten,13-1,1438,3,L 51-45 N #3 TCU (CFP Semi/Fiesta),Week 15 (Final)Jan 10[16],2022,
675,4,<,4,Ohio State,Big Ten,11-2,1394,4,L 42-41 N #1 Georgia (CFP Semi/Peach),Week 15 (Final)Jan 10[16],2022,
676,5,<,5,Alabama,SEC,11-2,1303,5,W 45-20 N #11 Kansas State (Sugar),Week 15 (Final)Jan 10[16],2022,
677,6,<,6,Tennessee,SEC,11-2,1294,6,W 31-14 N #10 Clemson (Orange),Week 15 (Final)Jan 10[16],2022,
678,7,<,9,Penn State,Big Ten,11-2,1200,7,W 35-21 N #7 Utah (Rose),Week 15 (Final)Jan 10[16],2022,
679,8,<,12,Washington,Pac-12,11-2,1097,8,W 27-20 N #21 Texas (Alamo),Week 15 (Final)Jan 10[16],2022,
680,9,<,14,Tulane,AAC,12-2,1025,9,W 46-45 N #8 USC (Cotton),Week 15 (Final)Jan 10[16],2022,
681,10,<,7,Utah,Pac-12,10-4,876,11,L 35-21 N #9 Penn State (Rose),Week 15 (Final)Jan 10[16],2022,
682,11,<,13,Florida State,ACC,10-3,814,10,W 35-32 N Oklahoma (Cheez-It),Week 15 (Final)Jan 10[16],2022,
683,12,<,8,USC,Pac-12,11-3,795,13,L 46-45 N #14 Tulane (Cotton),Week 15 (Final)Jan 10[16],2022,
684,13,<,10,Clemson,ACC,11-3,791,12,L 31-14 N #6 Tennessee (Orange),Week 15 (Final)Jan 10[16],2022,
685,14,<,11,Kansas State,Big 12,10-4,784,14,L 45-20 N #5 Alabama (Sugar),Week 15 (Final)Jan 10[16],2022,
686,15,<,15,Oregon,Pac-12,10-3,758,16,W 28-27 N North Carolina (Holiday),Week 15 (Final)Jan 10[16],2022,
687,16,<,16,LSU,SEC,10-4,757,15,W 63-7 N Purdue (Citrus),Week 15 (Final)Jan 10[16],2022,
688,17,<,17,Oregon State,Pac-12,10-3,742,17,W 30-3 N Florida (Las Vegas),Week 15 (Final)Jan 10[16],2022,
689,18,<,19,Notre Dame,Ind,9-4,535,18,W 45-38 N #20 South Carolina (Gator),Week 15 (Final)Jan 10[16],2022,
690,19,<,23,Troy,Sun Belt,12-2,322,20,W 18-12 N #22 UTSA (Cure),Week 15 (Final)Jan 10[16],2022,
691,20,<,24,Mississippi State,SEC,9-4,320,19,W 19-10 N Illinois (ReliaQuest),Week 15 (Final)Jan 10[16],2022,
692,21,<,18,UCLA,Pac-12,9-4,243,21,L 37-35 N Pittsburgh (Sun),Week 15 (Final)Jan 10[16],2022,
693,22,<,NR,Pittsburgh,ACC,9-4,233,22,W 37-35 N #18 UCLA (Sun),Week 15 (Final)Jan 10[16],2022,
694,23,<,20,South Carolina,SEC,8-5,180,23,L 45-38 N #19 Notre Dame (Gator),Week 15 (Final)Jan 10[16],2022,
695,24,<,NR,Fresno State,MWC,10-4,164,24,W 29-6 N Washington State (Jimmy Kimmel LA),Week 15 (Final)Jan 10[16],2022,
696,25,<,21,Texas,Big 12,8-5,95,25,L 27-20 N #12 Washington (Alamo),Week 15 (Final)Jan 10[16],2022,
697,RV,<,NR,Duke,ACC,,49,RV,W 30-13 N UCF (Military),Week 15 (Final)Jan 10[16],2022,
698,RV,<,22,UTSA,CUSA,,45,RV,L 18-12 N #23 Troy (Cure),Week 15 (Final)Jan 10[16],2022,
699,RV,<,NR,Air Force,MWC,,40,RV,W 30-15 N Baylor (Armed Forces),Week 15 (Final)Jan 10[16],2022,
700,RV,<,NR,Boise State,MWC,,38,RV,W 35-32 N North Texas (Frisco),Week 15 (Final)Jan 10[16],2022,
701,RV,<,NR,Minnesota,Big Ten,,35,RV,W 28-20 N Syracuse (Pinstripe),Week 15 (Final)Jan 10[16],2022,
702,RV,<,NR,Texas Tech,Big 12,,19,RV,W 42-25 N Mississippi (Texas),Week 15 (Final)Jan 10[16],2022,
703,RV,<,NR,North Carolina,ACC,,8,RV,L 28-27 N #15 Oregon (Holiday),Week 15 (Final)Jan 10[16],2022,
704,RV,<,25,NC State,ACC,,6,NR,L 16-12 N Maryland (Duke's Mayo),Week 15 (Final)Jan 10[16],2022,
705,RV,<,NR,Iowa,Big Ten,,4,RV,W 21-0 N Kentucky (Music City),Week 15 (Final)Jan 10[16],2022,
706,RV,<,NR,Louisville,ACC,,3,RV,W 24-7 N Cincinnati (Fenway),Week 15 (Final)Jan 10[16],2022,
707,RV,<,NR,Purdue,Big Ten,,3,RV,L 63-7 N #16 LSU (Citrus),Week 15 (Final)Jan 10[16],2022,
708,RV,<,NR,Marshall,Sun Belt,,2,NR,W 28-14 N Connecticut (Myrtle Beach),Week 15 (Final)Jan 10[16],2022,
709,RV,<,NR,Maryland,Big Ten,,2,RV,W 16-12 N #25 NC State (Duke's Mayo),Week 15 (Final)Jan 10[16],2022,
710,RV,<,NR,Cincinnati,AAC,,1,RV,L 24-7 N Louisville (Fenway),Week 15 (Final)Jan 10[16],2022,
711,RV,<,NR,Illinois,Big Ten,,1,NR,L 19-10 N #24 Mississippi State (ReliaQuest),Week 15 (Final)Jan 10[16],2022,
712,NR,<,NR,BYU,Ind,,0,RV,W 24-23 N SMU (New Mexico),Week 15 (Final)Jan 10[16],2022,
713,NR,<,NR,Mississippi,SEC,,0,RV,L 42-25 N Texas Tech (Texas),Week 15 (Final)Jan 10[16],2022,
714,NR,<,NR,Ohio,MAC,,0,RV,W 30-27 (1OT) N Wyoming (Arizona),Week 15 (Final)Jan 10[16],2022,
715,NR,<,NR,South Alabama,Sun Belt,,0,RV,L 44-23 N Western Kentucky (New Orleans),Week 15 (Final)Jan 10[16],2022,
716,NR,<,NR,UCF,AAC,,0,RV,L 30-13 N Duke (Military),Week 15 (Final)Jan 10[16],2022,
717,NR,<,NR,Wake Forest,ACC,,0,RV,W 27-17 N Missouri (Gasparilla),Week 15 (Final)Jan 10[16],2022,
