,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,CP,Last Week,Date,Year,CFP
511,RV,<,NR,Clemson,ACC,,1,NR,W 31-23 H #12 Notre Dame,Week 10Nov 5[11],2023,NR
512,RV,<,NR,NC State,ACC,,1,RV,W 20-6 H Miami (FL),Week 10Nov 5[11],2023,NR
513,RV,<,NR,Texas A&M,SEC,,1,NR,L 38-35 A #11 Mississippi,Week 10Nov 5[11],2023,NR
514,NR,<,NR,Kentucky,SEC,,0,RV,W 24-3 A Mississippi State,Week 10Nov 5[11],2023,NR
515,NR,<,NR,Troy,Sun Belt,,0,RV,W 28-10 H South Alabama,Week 10Nov 5[11],2023,NR
516,NR,<,NR,UNLV,MWC,,0,RV,W 56-14 A New Mexico,Week 10Nov 5[11],2023,NR
517,1,<,1,Georgia (54),SEC,10-0,1540,1,W 52-17 H #10 Mississippi,Week 11Nov 12[12],2023,1
518,2,<,2,Michigan (7),Big Ten,10-0,1464,2,W 24-15 A #9 Penn State,Week 11Nov 12[12],2023,3
519,3,<,3,Ohio State (1),Big Ten,10-0,1433,3,W 38-3 H Michigan State,Week 11Nov 12[12],2023,2
520,4,<,4,Florida State,ACC,10-0,1366,4,W 27-20 H Miami (FL),Week 11Nov 12[12],2023,4
521,5,<,5,Washington,Pac-12,10-0,1322,5,W 35-28 H #13 Utah,Week 11Nov 12[12],2023,5
522,6,<,6,Oregon,Pac-12,9-1,1218,6,W 36-27 H USC,Week 11Nov 12[12],2023,6
523,7,<,7,Texas,Big 12,9-1,1180,7,W 29-26 A TCU,Week 11Nov 12[12],2023,7
524,8,<,8,Alabama,SEC,9-1,1141,8,W 49-21 A Kentucky,Week 11Nov 12[12],2023,8
525,9,<,11,Louisville,ACC,9-1,1002,9,W 31-24 H Virginia,Week 11Nov 12[12],2023,10
526,10,<,12,Oregon State,Pac-12,8-2,934,10,W 62-17 H Stanford,Week 11Nov 12[12],2023,11
527,11,<,16,Missouri,SEC,8-2,917,11,W 36-7 H #14 Tennessee,Week 11Nov 12[12],2023,9
528,12,<,9,Penn State,Big Ten,8-2,857,12,L 24-15 H #2 Michigan,Week 11Nov 12[12],2023,12
529,13,<,10,Mississippi,SEC,8-2,810,14,L 52-17 A #1 Georgia,Week 11Nov 12[12],2023,13
530,14,<,17,Oklahoma,Big 12,8-2,733,13,W 59-20 H West Virginia,Week 11Nov 12[12],2023,14
531,15,<,18,LSU,SEC,7-3,703,15,W 52-35 H Florida,Week 11Nov 12[12],2023,15
532,16,<,13,Utah,Pac-12,7-3,543,16,L 35-28 A #5 Washington,Week 11Nov 12[12],2023,22
533,17,<,20,Tulane,AAC,9-1,412,17,W 24-22 H Tulsa,Week 11Nov 12[12],2023,24
534,18,<,21,James Madison,Sun Belt,10-0,405,21,W 44-6 H Connecticut,Week 11Nov 12[12],2023,NR
535,19,<,23,Arizona,Pac-12,7-3,387,22,W 34-31 A Colorado,Week 11Nov 12[12],2023,17
536,20,<,22,Notre Dame,Ind,7-3,359,18,DNP,Week 11Nov 12[12],2023,19
537,21,<,14,Tennessee,SEC,7-3,333,19,L 36-7 A #16 Missouri,Week 11Nov 12[12],2023,18
538,22,<,24,North Carolina,ACC,8-2,265,20,W 47-45 (2OT) H Duke,Week 11Nov 12[12],2023,20
539,23,<,NR,Kansas State,Big 12,7-3,240,24,W 59-25 H Baylor,Week 11Nov 12[12],2023,21
540,24,<,15,Oklahoma State,Big 12,7-3,178,25,L 45-3 A UCF,Week 11Nov 12[12],2023,23
541,25,<,25,Liberty,CUSA,10-0,133,RV,W 38-10 H Old Dominion,Week 11Nov 12[12],2023,NR
542,RV,<,NR,Iowa,Big Ten,,111,23,W 22-0 H Rutgers,Week 11Nov 12[12],2023,16
543,RV,<,19,Kansas,Big 12,,83,RV,L 16-13 H Texas Tech,Week 11Nov 12[12],2023,25
544,RV,<,NR,Toledo,MAC,,51,RV,W 49-23 H Eastern Michigan,Week 11Nov 12[12],2023,NR
545,RV,<,NR,Fresno State,MWC,,13,RV,L 42-18 A San Jose State,Week 11Nov 12[12],2023,NR
546,RV,<,NR,USC,Pac-12,,5,RV,L 36-27 A #6 Oregon,Week 11Nov 12[12],2023,NR
547,RV,<,NR,SMU,AAC,,4,RV,W 45-21 H North Texas,Week 11Nov 12[12],2023,NR
548,RV,<,NR,UNLV,MWC,,4,RV,W 34-14 H Wyoming,Week 11Nov 12[12],2023,NR
549,RV,<,NR,NC State,ACC,,2,RV,W 26-6 A Wake Forest,Week 11Nov 12[12],2023,NR
550,RV,<,NR,Miami (OH),MAC,,1,NR,W 19-0 H Akron,Week 11Nov 12[12],2023,NR
551,RV,<,NR,Texas A&M,SEC,,1,NR,W 51-10 H Mississippi State,Week 11Nov 12[12],2023,NR
552,NR,<,NR,Air Force,MWC,,0,RV,L 27-13 A Hawaii,Week 11Nov 12[12],2023,NR
553,NR,<,NR,Memphis,AAC,,0,RV,W 44-38 (1OT) A Charlotte,Week 11Nov 12[12],2023,NR
554,NR,<,NR,Troy,Sun Belt,,0,RV,W 45-14 A Louisiana Monroe,Week 11Nov 12[12],2023,NR
555,1,<,1,Georgia (61),SEC,11-0,1549,1,W 38-10 A #21 Tennessee,Week 12Nov 19[13],2023,1
556,2,<,3,Ohio State (1),Big Ten,11-0,1447,2,W 37-3 H Minnesota,Week 12Nov 19[13],2023,2
557,3,<,2,Michigan,Big Ten,11-0,1440,3,W 31-24 A Maryland,Week 12Nov 19[13],2023,3
558,4,<,5,Washington,Pac-12,11-0,1367,5,W 22-20 A #10 Oregon State,Week 12Nov 19[13],2023,4
559,5,<,4,Florida State,ACC,11-0,1324,4,W 58-13 H North Alabama,Week 12Nov 19[13],2023,5
560,6,<,6,Oregon,Pac-12,10-1,1219,6,W 49-13 A Arizona State,Week 12Nov 19[13],2023,6
561,7,<,7,Texas,Big 12,10-1,1180,7,W 26-16 A Iowa State,Week 12Nov 19[13],2023,7
562,8,<,8,Alabama,SEC,10-1,1138,8,W 66-10 H Chattanooga,Week 12Nov 19[13],2023,8
563,9,<,9,Louisville,ACC,10-1,1017,9,W 38-31 A Miami (FL),Week 12Nov 19[13],2023,10
564,10,<,11,Missouri,SEC,9-2,964,10,W 33-31 H Florida,Week 12Nov 19[13],2023,9
565,11,<,12,Penn State,Big Ten,9-2,894,11,W 27-6 H Rutgers,Week 12Nov 19[13],2023,11
566,12,<,13,Mississippi,SEC,9-2,878,12,W 35-3 H Louisiana Monroe,Week 12Nov 19[13],2023,12
567,13,<,14,Oklahoma,Big 12,9-2,766,13,W 31-24 A BYU,Week 12Nov 19[13],2023,13
568,14,<,15,LSU,SEC,8-3,748,14,W 56-14 H Georgia State,Week 12Nov 19[13],2023,14
569,15,<,10,Oregon State,Pac-12,8-3,714,15,L 22-20 H #5 Washington,Week 12Nov 19[13],2023,16
570,16,<,19,Arizona,Pac-12,8-3,625,16,W 42-18 H #16 Utah,Week 12Nov 19[13],2023,15
571,17,<,20,Notre Dame,Ind,8-3,503,17,W 45-7 H Wake Forest,Week 12Nov 19[13],2023,18
572,18,<,17,Tulane,AAC,10-1,499,18,W 24-8 A Florida Atlantic,Week 12Nov 19[13],2023,23
573,19,<,23,Kansas State,Big 12,8-3,418,20,W 31-27 A Kansas,Week 12Nov 19[13],2023,19
574,20,<,NR,Iowa,Big Ten,9-2,332,19,W 15-13 H Illinois,Week 12Nov 19[13],2023,17
575,21,<,24,Oklahoma State,Big 12,8-3,329,21,W 43-30 A Houston,Week 12Nov 19[13],2023,20
576,22,<,25,Liberty,CUSA,11-0,229,22,W 49-25 H Massachusetts,Week 12Nov 19[13],2023,25
577,23,<,NR,Toledo,MAC,10-1,118,RV,W 32-31 A Bowling Green,Week 12Nov 19[13],2023,NR
578,24,<,18,James Madison,Sun Belt,10-1,75,RV,L 26-23 (1OT) H Appalachian State,Week 12Nov 19[13],2023,NR
579,25,<,21,Tennessee,SEC,7-4,72,23,L 38-10 H #1 Georgia,Week 12Nov 19[13],2023,21
580,RV,<,16,Utah,Pac-12,,69,RV,L 42-18 A #19 Arizona,Week 12Nov 19[13],2023,NR
581,RV,<,NR,NC State,ACC,,66,24,W 35-28 A Virginia Tech,Week 12Nov 19[13],2023,22
582,RV,<,NR,UNLV,MWC,,56,RV,W 31-27 A Air Force,Week 12Nov 19[13],2023,NR
583,RV,<,NR,SMU,AAC,,49,25,W 38-34 A Memphis,Week 12Nov 19[13],2023,NR
584,RV,<,22,North Carolina,ACC,,26,RV,L 31-20 A Clemson,Week 12Nov 19[13],2023,NR
585,RV,<,NR,Clemson,ACC,,20,RV,W 31-20 H #22 North Carolina,Week 12Nov 19[13],2023,24
586,RV,<,NR,Kansas,Big 12,,7,RV,L 31-27 H #23 Kansas State,Week 12Nov 19[13],2023,NR
587,RV,<,NR,Fresno State,MWC,,6,RV,L 25-17 H New Mexico,Week 12Nov 19[13],2023,NR
588,RV,<,NR,New Mexico State,Ind,,3,NR,W 31-10 A Auburn,Week 12Nov 19[13],2023,NR
589,RV,<,NR,Miami (OH),MAC,,1,NR,W 23-10 H Buffalo,Week 12Nov 19[13],2023,NR
590,RV,<,NR,Texas A&M,SEC,,1,RV,W 38-10 H Abilene Christian,Week 12Nov 19[13],2023,NR
591,RV,<,NR,UCLA,Pac-12,,1,RV,W 38-20 A USC,Week 12Nov 19[13],2023,NR
592,NR,<,NR,Air Force,MWC,,0,RV,L 31-27 H UNLV,Week 12Nov 19[13],2023,NR
593,NR,<,NR,Troy,Sun Belt,,0,RV,W 31-24 H Louisiana,Week 12Nov 19[13],2023,NR
594,NR,<,NR,UTSA,CUSA,,0,RV,W 49-21 H South Florida,Week 12Nov 19[13],2023,NR
595,NR,<,NR,West Virginia,Big 12,,0,RV,W 42-21 H Cincinnati,Week 12Nov 19[13],2023,NR
596,1,<,1,Georgia (52),SEC,12-0,1540,*1,W 31-23 A Georgia Tech,Week 13Nov 26[14],2023,1
597,2,<,3,Michigan (10),Big Ten,12-0,1495,*2,W 30-24 H #2 Ohio State,Week 13Nov 26[14],2023,2
598,3,<,4,Washington,Pac-12,12-0,1413,3,W 24-21 H Washington State,Week 13Nov 26[14],2023,3
599,4,<,5,Florida State,ACC,12-0,1358,4,W 24-15 A Florida,Week 13Nov 26[14],2023,4
600,5,<,6,Oregon,Pac-12,11-1,1277,5,W 31-7 H #15 Oregon State,Week 13Nov 26[14],2023,5
601,6,<,2,Ohio State,Big Ten,11-1,1251,6,L 30-24 A #3 Michigan,Week 13Nov 26[14],2023,6
602,7,<,7,Texas,Big 12,11-1,1205,7,W 57-7 H Texas Tech,Week 13Nov 26[14],2023,7
603,8,<,8,Alabama,SEC,11-1,1125,8,W 27-24 A Auburn,Week 13Nov 26[14],2023,8
604,9,<,10,Missouri,SEC,10-2,1011,9,W 48-14 A Arkansas,Week 13Nov 26[14],2023,9
605,10,<,11,Penn State,Big Ten,10-2,961,10,W 42-0 A Michigan State,Week 13Nov 26[14],2023,10
606,11,<,12,Mississippi,SEC,10-2,936,11,W 17-7 A Mississippi State,Week 13Nov 26[14],2023,11
607,12,<,13,Oklahoma,Big 12,10-2,857,12,W 69-45 H TCU,Week 13Nov 26[14],2023,12
608,13,<,14,LSU,SEC,9-3,809,13,W 42-30 H Texas A&M,Week 13Nov 26[14],2023,13
609,14,<,16,Arizona,Pac-12,9-3,712,15,W 59-23 A Arizona State,Week 13Nov 26[14],2023,15
610,15,<,9,Louisville,ACC,10-2,689,14,L 38-31 H Kentucky,Week 13Nov 26[14],2023,14
611,16,<,17,Notre Dame,Ind,9-3,592,16,W 56-23 A Stanford,Week 13Nov 26[14],2023,17
612,17,<,18,Tulane,AAC,11-1,557,18,W 29-16 H UTSA,Week 13Nov 26[14],2023,22
613,18,<,20,Iowa,Big Ten,10-2,458,17,W 13-10 A Nebraska,Week 13Nov 26[14],2023,16
614,19,<,21,Oklahoma State,Big 12,9-3,407,19,W 40-34 (2OT) H BYU,Week 13Nov 26[14],2023,18
615,20,<,22,Liberty,CUSA,12-0,293,22,W 42-28 A UTEP,Week 13Nov 26[14],2023,24
616,21,<,15,Oregon State,Pac-12,8-4,269,21,L 31-7 A #6 Oregon,Week 13Nov 26[14],2023,20
617,21,<,NR,NC State,ACC,9-3,269,20,W 39-20 H North Carolina,Week 13Nov 26[14],2023,19
618,23,<,23,Toledo,MAC,11-1,176,RV,W 32-17 A Central Michigan,Week 13Nov 26[14],2023,NR
619,24,<,24,James Madison,Sun Belt,11-1,121,25,W 56-14 A Coastal Carolina,Week 13Nov 26[14],2023,NR
620,25,<,NR,SMU,AAC,10-2,108,24,W 59-14 H Navy,Week 13Nov 26[14],2023,NR
621,RV,<,25,Tennessee,SEC,,98,23,W 48-24 H Vanderbilt,Week 13Nov 26[14],2023,21
622,RV,<,NR,Clemson,ACC,,57,RV,W 16-7 A South Carolina,Week 13Nov 26[14],2023,23
623,RV,<,19,Kansas State,Big 12,,41,RV,L 42-35 H Iowa State,Week 13Nov 26[14],2023,25
624,RV,<,NR,Utah,Pac-12,,40,RV,W 23-17 H Colorado,Week 13Nov 26[14],2023,NR
625,RV,<,NR,Troy,Sun Belt,,7,RV,W 35-17 A Southern Miss,Week 13Nov 26[14],2023,NR
626,RV,<,NR,Kansas,Big 12,,6,RV,W 49-16 A Cincinnati,Week 13Nov 26[14],2023,NR
627,RV,<,NR,New Mexico State,Ind,,5,RV,W 20-17 H Jacksonville State,Week 13Nov 26[14],2023,NR
628,RV,<,NR,Kentucky,SEC,,4,NR,W 38-31 A #9 Louisville,Week 13Nov 26[14],2023,NR
629,RV,<,NR,Memphis,AAC,,1,NR,W 45-21 A Temple,Week 13Nov 26[14],2023,NR
630,RV,<,NR,Miami (OH),MAC,,1,NR,W 17-15 A Ball State,Week 13Nov 26[14],2023,NR
631,RV,<,NR,North Carolina,ACC,,1,NR,L 39-20 A NC State,Week 13Nov 26[14],2023,NR
632,NR,<,NR,San Jose State,MWC,,0,RV,W 37-31 A UNLV,Week 13Nov 26[14],2023,NR
633,NR,<,NR,UNLV,MWC,,0,RV,L 37-31 H San Jose State,Week 13Nov 26[14],2023,NR
634,NR,<,NR,West Virginia,Big 12,,0,RV,W 34-31 A Baylor,Week 13Nov 26[14],2023,NR
635,1,<,2,Michigan (51),Big Ten,13-0,1539,*1,W 26-0 N #18 Iowa (Big Ten CG),Week 14Dec 3[15],2023,1
636,2,<,3,Washington (11),Pac-12,13-0,1499,*2,W 34-31 N #5 Oregon (Pac-12 CG),Week 14Dec 3[15],2023,2
637,3,<,7,Texas,Big 12,12-1,1375,4,W 49-21 N #19 Oklahoma State (Big 12 CG),Week 14Dec 3[15],2023,3
638,4,<,4,Florida State,ACC,13-0,1358,3,W 16-6 N #15 Louisville (ACC CG),Week 14Dec 3[15],2023,5
639,5,<,8,Alabama,SEC,12-1,1329,*4,W 27-24 N #1 Georgia (SEC CG),Week 14Dec 3[15],2023,4
640,6,<,1,Georgia,SEC,12-1,1256,6,L 27-24 N #8 Alabama (SEC CG),Week 14Dec 3[15],2023,6
641,7,<,6,Ohio State,Big Ten,11-1,1185,7,DNP,Week 14Dec 3[15],2023,7
642,8,<,5,Oregon,Pac-12,11-2,1119,8,L 34-31 N #3 Washington (Pac-12 CG),Week 14Dec 3[15],2023,8
643,9,<,9,Missouri,SEC,10-2,1014,9,DNP,Week 14Dec 3[15],2023,9
644,10,<,10,Penn State,Big Ten,10-2,960,10,DNP,Week 14Dec 3[15],2023,10
645,11,<,11,Mississippi,SEC,10-2,944,11,DNP,Week 14Dec 3[15],2023,11
646,12,<,12,Oklahoma,Big 12,10-2,867,12,DNP,Week 14Dec 3[15],2023,12
647,13,<,13,LSU,SEC,9-3,823,13,DNP,Week 14Dec 3[15],2023,13
648,14,<,14,Arizona,Pac-12,9-3,740,14,DNP,Week 14Dec 3[15],2023,14
649,15,<,16,Notre Dame,Ind,9-3,634,16,DNP,Week 14Dec 3[15],2023,16
650,16,<,15,Louisville,ACC,10-3,584,15,L 16-6 N #4 Florida State (ACC CG),Week 14Dec 3[15],2023,15
651,17,<,25,SMU,AAC,11-2,432,19,W 26-14 A #17 Tulane (AAC CG),Week 14Dec 3[15],2023,24
652,18,<,20,Liberty,CUSA,13-0,424,20,W 49-35 H New Mexico State (CUSA CG),Week 14Dec 3[15],2023,23
653,19,<,21,NC State,ACC,9-3,377,18,DNP,Week 14Dec 3[15],2023,18
654,20,<,18,Iowa,Big Ten,10-3,356,17,L 26-0 N #2 Michigan (Big Ten CG),Week 14Dec 3[15],2023,17
655,21,<,21,Oregon State,Pac-12,8-4,309,22,DNP,Week 14Dec 3[15],2023,19
656,22,<,19,Oklahoma State,Big 12,9-4,256,21,L 49-21 N #7 Texas (Big 12 CG),Week 14Dec 3[15],2023,20
657,23,<,17,Tulane,AAC,11-2,201,24,L 26-14 H #25 SMU (AAC CG),Week 14Dec 3[15],2023,NR
658,24,<,24,James Madison,Sun Belt,11-1,177,25,DNP,Week 14Dec 3[15],2023,NR
659,25,<,NR,Tennessee,SEC,8-4,98,23,DNP,Week 14Dec 3[15],2023,21
660,RV,<,NR,Clemson,ACC,,87,RV,DNP,Week 14Dec 3[15],2023,22
661,RV,<,NR,Troy,Sun Belt,,65,RV,W 49-23 H Appalachian State (Sun Belt CG),Week 14Dec 3[15],2023,NR
662,RV,<,NR,Utah,Pac-12,,39,RV,DNP,Week 14Dec 3[15],2023,NR
663,RV,<,NR,Kansas State,Big 12,,38,RV,DNP,Week 14Dec 3[15],2023,25
664,RV,<,NR,Miami (OH),MAC,,31,RV,W 23-14 N #23 Toledo (MAC CG),Week 14Dec 3[15],2023,NR
665,RV,<,23,Toledo,MAC,,22,RV,L 23-14 N Miami (OH) (MAC CG),Week 14Dec 3[15],2023,NR
666,RV,<,NR,Kansas,Big 12,,8,RV,DNP,Week 14Dec 3[15],2023,NR
667,RV,<,NR,Kentucky,SEC,,4,NR,DNP,Week 14Dec 3[15],2023,NR
668,NR,<,NR,Boise State,MWC,,0,RV,W 44-20 A UNLV (MWC CG),Week 14Dec 3[15],2023,NR
669,NR,<,NR,New Mexico State,Ind,,0,RV,L 49-35 A #20 Liberty (CUSA CG),Week 14Dec 3[15],2023,NR
670,NR,<,NR,San Jose State,MWC,,0,RV,DNP,Week 14Dec 3[15],2023,NR
671,NR,<,NR,West Virginia,Big 12,,0,RV,DNP,Week 14Dec 3[15],2023,NR
672,1,<,1,Michigan (61),Big Ten,15-0,1525,,W 34-13 N #2 Washington (CFP Final),Week 15 (Final)Jan 9[16],2023,
673,2,<,2,Washington,Pac-12,14-1,1459,,L 34-13 N #1 Michigan (CFP Final),Week 15 (Final)Jan 9[16],2023,
674,3,<,3,Texas,Big 12,12-2,1356,,L 37-31 N #2 Washington (CFP Semi/Sugar),Week 15 (Final)Jan 9[16],2023,
675,4,<,6,Georgia,SEC,13-1,1328,,W 63-3 N #4 Florida State (Orange),Week 15 (Final)Jan 9[16],2023,
676,5,<,5,Alabama,SEC,12-2,1321,,L 27-20 (1OT) N #1 Michigan (CFP Semi/Rose),Week 15 (Final)Jan 9[16],2023,
677,6,<,4,Florida State,ACC,13-1,1175,,L 63-3 N #6 Georgia (Orange),Week 15 (Final)Jan 9[16],2023,
678,6,<,8,Oregon,Pac-12,12-2,1175,,W 45-6 N #18 Liberty (Fiesta),Week 15 (Final)Jan 9[16],2023,
679,8,<,9,Missouri,SEC,11-2,1092,,W 14-3 N #7 Ohio State (Cotton),Week 15 (Final)Jan 9[16],2023,
680,9,<,11,Mississippi,SEC,11-2,1030,,W 38-25 N #10 Penn State (Peach),Week 15 (Final)Jan 9[16],2023,
681,10,<,7,Ohio State,Big Ten,11-2,1006,,L 14-3 N #9 Missouri (Cotton),Week 15 (Final)Jan 9[16],2023,
682,11,<,14,Arizona,Pac-12,10-3,861,,W 38-24 N #12 Oklahoma (Alamo),Week 15 (Final)Jan 9[16],2023,
683,12,<,13,LSU,SEC,10-3,853,,W 35-31 N Wisconsin (ReliaQuest),Week 15 (Final)Jan 9[16],2023,
684,13,<,10,Penn State,Big Ten,10-3,796,,L 38-25 N #11 Mississippi (Peach),Week 15 (Final)Jan 9[16],2023,
685,14,<,15,Notre Dame,Ind,10-3,745,,W 40-8 N #21 Oregon State (Sun),Week 15 (Final)Jan 9[16],2023,
686,15,<,12,Oklahoma,Big 12,10-3,691,,L 38-24 N #14 Arizona (Alamo),Week 15 (Final)Jan 9[16],2023,
687,16,<,22,Oklahoma State,Big 12,10-4,528,,W 31-23 N Texas A&M (Texas),Week 15 (Final)Jan 9[16],2023,
688,17,<,25,Tennessee,SEC,9-4,442,,W 35-0 N #20 Iowa (Citrus),Week 15 (Final)Jan 9[16],2023,
689,18,<,NR,Kansas State,Big 12,9-4,402,,W 28-19 N #19 NC State (Pop-Tarts),Week 15 (Final)Jan 9[16],2023,
690,19,<,16,Louisville,ACC,10-4,398,,L 42-28 N USC (Holiday),Week 15 (Final)Jan 9[16],2023,
691,20,<,NR,Clemson,ACC,9-4,327,,W 38-35 N Kentucky (Gator),Week 15 (Final)Jan 9[16],2023,
692,21,<,19,NC State,ACC,9-4,244,,L 28-19 N Kansas State (Pop-Tarts),Week 15 (Final)Jan 9[16],2023,
693,22,<,17,SMU,AAC,11-3,183,,L 23-14 N Boston College (Fenway),Week 15 (Final)Jan 9[16],2023,
694,23,<,NR,Kansas,Big 12,9-4,153,,W 49-36 N Nevada (Guaranteed Rate),Week 15 (Final)Jan 9[16],2023,
695,24,<,20,Iowa,Big Ten,10-4,150,,L 35-0 N #25 Tennessee (Citrus),Week 15 (Final)Jan 9[16],2023,
696,25,<,18,Liberty,CUSA,13-1,139,,L 45-6 N #8 Oregon (Fiesta),Week 15 (Final)Jan 9[16],2023,
697,RV,<,21,Oregon State,Pac-12,,96,,L 40-8 N #15 Notre Dame (Sun),Week 15 (Final)Jan 9[16],2023,
698,RV,<,NR,West Virginia,Big 12,,90,,W 30-10 N North Carolina (Duke's Mayo),Week 15 (Final)Jan 9[16],2023,
699,RV,<,23,Tulane,AAC,,76,,L 41-20 N Virginia Tech (Military),Week 15 (Final)Jan 9[16],2023,
700,RV,<,24,James Madison,Sun Belt,,52,,L 31-21 N Air Force (Armed Forces),Week 15 (Final)Jan 9[16],2023,
701,RV,<,NR,USC,Pac-12,,35,,W 42-28 N #16 Louisville (Holiday),Week 15 (Final)Jan 9[16],2023,
702,RV,<,NR,Memphis,AAC,,32,,W 36-26 N Iowa State (Liberty),Week 15 (Final)Jan 9[16],2023,
703,RV,<,NR,Utah,Pac-12,,14,,L 14-7 N Northwestern (Las Vegas),Week 15 (Final)Jan 9[16],2023,
704,RV,<,NR,Troy,Sun Belt,,10,,L 17-10 N Duke (Birmingham),Week 15 (Final)Jan 9[16],2023,
705,RV,<,NR,Air Force,MWC,,8,,W 31-21 N #24 James Madison (Armed Forces),Week 15 (Final)Jan 9[16],2023,
706,RV,<,NR,Toledo,MAC,,7,,L 16-15 N Wyoming (Arizona),Week 15 (Final)Jan 9[16],2023,
707,RV,<,NR,Duke,ACC,,6,,W 17-10 N Troy (Birmingham),Week 15 (Final)Jan 9[16],2023,
708,RV,<,NR,Kentucky,SEC,,4,,L 38-35 N Clemson (Gator),Week 15 (Final)Jan 9[16],2023,
709,RV,<,NR,Miami (OH),MAC,,4,,L 13-9 N Appalachian State (Cure),Week 15 (Final)Jan 9[16],2023,
710,RV,<,NR,UCLA,Pac-12,,4,,W 35-22 N Boise State (LA),Week 15 (Final)Jan 9[16],2023,
711,RV,<,NR,UTSA,CUSA,,3,,W 35-17 N Marshall (Frisco),Week 15 (Final)Jan 9[16],2023,
712,RV,<,NR,Northwestern,Big Ten,,2,,W 14-7 N Utah (Las Vegas),Week 15 (Final)Jan 9[16],2023,
713,RV,<,NR,Wyoming,MWC,,2,,W 16-15 N Toledo (Arizona),Week 15 (Final)Jan 9[16],2023,
714,RV,<,NR,Ohio,MAC,,1,,W 41-21 N Georgia Southern (Myrtle Beach),Week 15 (Final)Jan 9[16],2023,
