,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,CP,Last Week,Date,Year,BCS
601,6,<,11,West Virginia,Big East,11-2,1342,6,W 48-28 N #3 Oklahoma (Fiesta),Week 15 (Final)Jan 8[17],2007,
602,7,<,8,Kansas (1),Big 12,12-1,1303,7,W 24-21 N #5 Virginia Tech (Orange),Week 15 (Final)Jan 8[17],2007,
603,8,<,3,Oklahoma,Big 12,11-3,1139,8,L 48-28 N #11 West Virginia (Fiesta),Week 15 (Final)Jan 8[17],2007,
604,9,<,5,Virginia Tech,ACC,11-3,1096,9,L 24-21 N #8 Kansas (Orange),Week 15 (Final)Jan 8[17],2007,
605,10,<,14,Boston College,ACC,11-3,962,11,W 24-21 N Michigan State (Champs Sports),Week 15 (Final)Jan 8[17],2007,
606,10,<,17,Texas,Big 12,10-3,962,10,W 52-34 N #12 Arizona State (Holiday),Week 15 (Final)Jan 8[17],2007,
607,12,<,16,Tennessee,SEC,10-4,904,12,W 21-17 N #18 Wisconsin (Outback),Week 15 (Final)Jan 8[17],2007,
608,13,<,9,Florida,SEC,9-4,685,16,L 41-35 N Michigan (Capital One),Week 15 (Final)Jan 8[17],2007,
609,14,<,19,BYU,MWC,11-2,654,14,W 17-16 N UCLA (Las Vegas),Week 15 (Final)Jan 8[17],2007,
610,15,<,22,Auburn,SEC,9-4,648,14,W 23-20 (1OT) N #15 Clemson (Chick-fil-A),Week 15 (Final)Jan 8[17],2007,
611,16,<,12,Arizona State,Pac-10,10-3,587,13,L 52-34 N #17 Texas (Holiday),Week 15 (Final)Jan 8[17],2007,
612,17,<,20,Cincinnati,Big East,10-3,566,20,W 31-21 N Southern Miss (PapaJohns.com),Week 15 (Final)Jan 8[17],2007,
613,18,<,NR,Michigan,Big Ten,9-4,508,19,,Week 15 (Final)Jan 8[17],2007,
614,19,<,10,Hawaii,WAC,12-1,460,17,L 41-10 N #4 Georgia (Sugar),Week 15 (Final)Jan 8[17],2007,
615,20,<,13,Illinois,Big Ten,9-4,443,18,L 49-17 N #6 USC (Rose),Week 15 (Final)Jan 8[17],2007,
616,21,<,15,Clemson,ACC,9-4,353,22,L 23-20 (1OT) N #22 Auburn (Chick-fil-A),Week 15 (Final)Jan 8[17],2007,
617,22,<,NR,Texas Tech,Big 12,9-4,308,23,,Week 15 (Final)Jan 8[17],2007,
618,23,<,NR,Oregon,Pac-10,9-4,253,24,,Week 15 (Final)Jan 8[17],2007,
619,24,<,18,Wisconsin,Big Ten,9-4,202,21,L 21-17 N #16 Tennessee (Outback),Week 15 (Final)Jan 8[17],2007,
620,25,<,NR,Oregon State,Pac-10,9-4,110,NR,,Week 15 (Final)Jan 8[17],2007,
621,RV,<,21,Virginia,ACC,,66,,L 31-28 N Texas Tech (Gator),Week 15 (Final)Jan 8[17],2007,
622,RV,<,NR,Penn State,Big Ten,,61,,,Week 15 (Final)Jan 8[17],2007,
623,RV,<,NR,Kentucky,SEC,,57,,,Week 15 (Final)Jan 8[17],2007,
624,RV,<,NR,Wake Forest,ACC,,53,,,Week 15 (Final)Jan 8[17],2007,
625,RV,<,24,Boise State,WAC,,25,,L 41-38 N East Carolina (Hawaii),Week 15 (Final)Jan 8[17],2007,
626,RV,<,25,Arkansas,SEC,,13,,L 38-7 N #7 Missouri (Cotton),Week 15 (Final)Jan 8[17],2007,
627,RV,<,NR,Utah,MWC,,9,,,Week 15 (Final)Jan 8[17],2007,
628,RV,<,NR,Mississippi State,SEC,,7,,,Week 15 (Final)Jan 8[17],2007,
629,RV,<,23,South Florida,Big East,,5,,L 56-21 N Oregon (Sun),Week 15 (Final)Jan 8[17],2007,
630,RV,<,NR,Appalachian State,Southern,,5,,,Week 15 (Final)Jan 8[17],2007,
631,RV,<,NR,Tulsa,CUSA,,4,,,Week 15 (Final)Jan 8[17],2007,
632,RV,<,NR,Connecticut,Big East,,3,,,Week 15 (Final)Jan 8[17],2007,
633,RV,<,NR,Air Force,MWC,,2,,,Week 15 (Final)Jan 8[17],2007,
634,RV,<,NR,Rutgers,Big East,,2,,,Week 15 (Final)Jan 8[17],2007,
