,date,winner,location,loser
76737,"Sep 9, 2017",(6) Southern California,,(14) Stanford
76738,"Sep 9, 2017",Southern Methodist,,North Texas
76739,"Sep 9, 2017",Southern Mississippi,,Southern
76740,"Sep 9, 2017",Temple,,Villanova
76741,"Sep 9, 2017",(25) Tennessee,,Indiana State
76742,"Sep 9, 2017",Texas,,San Jose State
76743,"Sep 9, 2017",Texas A&M,,Nicholls State
76744,"Sep 9, 2017",(23) Texas Christian,@,Arkansas
76745,"Sep 9, 2017",Texas-San Antonio,@,Baylor
76746,"Sep 9, 2017",Toledo,@,Nevada
76747,"Sep 9, 2017",Troy,,Alabama State
76748,"Sep 9, 2017",Tulsa,,Louisiana
76749,"Sep 9, 2017",UCLA,,Hawaii
76750,"Sep 9, 2017",Utah,@,Brigham Young
76751,"Sep 9, 2017",Vanderbilt,,Alabama A&M
76752,"Sep 9, 2017",(18) Virginia Tech,,Delaware
76753,"Sep 9, 2017",Wake Forest,@,Boston College
76754,"Sep 9, 2017",(7) Washington,,Montana
76755,"Sep 9, 2017",(20) Washington State,,Boise State
76756,"Sep 9, 2017",West Virginia,,East Carolina
76757,"Sep 9, 2017",(9) Wisconsin,,Florida Atlantic
76758,"Sep 9, 2017",Wyoming,,Gardner-Webb
76759,"Sep 14, 2017",Boise State,,New Mexico
76760,"Sep 15, 2017",Arizona,@,Texas-El Paso
76761,"Sep 15, 2017",(22) South Florida,,Illinois
76762,"Sep 15, 2017",Temple,,Massachusetts
76763,"Sep 16, 2017",(1) Alabama,,Colorado State
76764,"Sep 16, 2017",Alabama-Birmingham,,Coastal Carolina
76765,"Sep 16, 2017",Appalachian State,@,Texas State
76766,"Sep 16, 2017",Arkansas State,,Arkansas-Pine Bluff
76767,"Sep 16, 2017",(15) Auburn,,Mercer
76768,"Sep 16, 2017",Ball State,,Tennessee Tech
76769,"Sep 16, 2017",Buffalo,,Colgate
76770,"Sep 16, 2017",California,,Mississippi
76771,"Sep 16, 2017",Cincinnati,@,Miami (OH)
76772,"Sep 16, 2017",(3) Clemson,@,(14) Louisville
76773,"Sep 16, 2017",Colorado,,Northern Colorado
76774,"Sep 16, 2017",Duke,,Baylor
76775,"Sep 16, 2017",(24) Florida,,(23) Tennessee
76776,"Sep 16, 2017",Florida Atlantic,,Bethune-Cookman
76777,"Sep 16, 2017",(13) Georgia,,Samford
76778,"Sep 16, 2017",Houston,,Rice
76779,"Sep 16, 2017",Idaho State,@,Nevada
76780,"Sep 16, 2017",Iowa,,North Texas
76781,"Sep 16, 2017",Iowa State,@,Akron
76782,"Sep 16, 2017",Kentucky,@,South Carolina
76783,"Sep 16, 2017",Louisiana Tech,@,Western Kentucky
76784,"Sep 16, 2017",Marshall,,Kent State
76785,"Sep 16, 2017",Memphis,,(25) UCLA
76786,"Sep 16, 2017",(7) Michigan,,Air Force
76787,"Sep 16, 2017",Minnesota,,Middle Tennessee State
76788,"Sep 16, 2017",Mississippi State,,(12) Louisiana State
76789,"Sep 16, 2017",North Carolina,@,Old Dominion
76790,"Sep 16, 2017",North Carolina A&T,@,Charlotte
76791,"Sep 16, 2017",North Carolina State,,Furman
76792,"Sep 16, 2017",Northern Illinois,@,Nebraska
76793,"Sep 16, 2017",Northwestern,,Bowling Green
76794,"Sep 16, 2017",Notre Dame,@,Boston College
76795,"Sep 16, 2017",Ohio,,Kansas
76796,"Sep 16, 2017",(8) Ohio State,,Army
76797,"Sep 16, 2017",(2) Oklahoma,,Tulane
76798,"Sep 16, 2017",(9) Oklahoma State,@,Pittsburgh
76799,"Sep 16, 2017",Oregon,@,Wyoming
76800,"Sep 16, 2017",(5) Penn State,,Georgia State
76801,"Sep 16, 2017",Purdue,@,Missouri
76802,"Sep 16, 2017",Rutgers,,Morgan State
76803,"Sep 16, 2017",San Diego State,,(19) Stanford
76804,"Sep 16, 2017",South Alabama,,Alabama A&M
76805,"Sep 16, 2017",(4) Southern California,,Texas
76806,"Sep 16, 2017",Southern Mississippi,@,Louisiana-Monroe
76807,"Sep 16, 2017",Syracuse,,Central Michigan
76808,"Sep 16, 2017",Texas A&M,,Louisiana
76809,"Sep 16, 2017",(20) Texas Christian,,Southern Methodist
76810,"Sep 16, 2017",Texas Tech,,Arizona State
76811,"Sep 16, 2017",Texas-San Antonio,,Southern
76812,"Sep 16, 2017",Toledo,,Tulsa
76813,"Sep 16, 2017",Troy,@,New Mexico State
76814,"Sep 16, 2017",Utah,,San Jose State
76815,"Sep 16, 2017",Vanderbilt,,(18) Kansas State
76816,"Sep 16, 2017",Virginia,,Connecticut
76817,"Sep 16, 2017",(16) Virginia Tech,@,East Carolina
76818,"Sep 16, 2017",Wake Forest,,Utah State
76819,"Sep 16, 2017",(6) Washington,,Fresno State
76820,"Sep 16, 2017",(21) Washington State,,Oregon State
76821,"Sep 16, 2017",West Virginia,,Delaware State
76822,"Sep 16, 2017",Western Michigan,,Idaho
76823,"Sep 16, 2017",(10) Wisconsin,@,Brigham Young
76824,"Sep 21, 2017",(21) South Florida,,Temple
76825,"Sep 22, 2017",(23) Utah,@,Arizona
76826,"Sep 22, 2017",Virginia,@,Boise State
76827,"Sep 23, 2017",(1) Alabama,@,Vanderbilt
76828,"Sep 23, 2017",Arizona State,,(24) Oregon
76829,"Sep 23, 2017",(15) Auburn,@,Missouri
76830,"Sep 23, 2017",Buffalo,,Florida Atlantic
76831,"Sep 23, 2017",Central Florida,@,Maryland
76832,"Sep 23, 2017",(2) Clemson,,Boston College
76833,"Sep 23, 2017",Duke,@,North Carolina
76834,"Sep 23, 2017",(20) Florida,@,Kentucky
76835,"Sep 23, 2017",Florida International,@,Rice
76836,"Sep 23, 2017",(11) Georgia,,(17) Mississippi State
76837,"Sep 23, 2017",Georgia State,@,Charlotte
76838,"Sep 23, 2017",Georgia Tech,,Pittsburgh
76839,"Sep 23, 2017",Idaho,@,South Alabama
76840,"Sep 23, 2017",Indiana,,Georgia Southern
76841,"Sep 23, 2017",(25) Louisiana State,,Syracuse
76842,"Sep 23, 2017",Louisiana-Monroe,@,Louisiana
76843,"Sep 23, 2017",(19) Louisville,,Kent State
76844,"Sep 23, 2017",Memphis,,Southern Illinois
76845,"Sep 23, 2017",(14) Miami (FL),,Toledo
76846,"Sep 23, 2017",Miami (OH),@,Central Michigan
76847,"Sep 23, 2017",(8) Michigan,@,Purdue
76848,"Sep 23, 2017",Middle Tennessee State,,Bowling Green
76849,"Sep 23, 2017",Navy,,Cincinnati
76850,"Sep 23, 2017",Nebraska,,Rutgers
76851,"Sep 23, 2017",New Mexico,@,Tulsa
76852,"Sep 23, 2017",New Mexico State,,Texas-El Paso
76853,"Sep 23, 2017",North Carolina State,@,(12) Florida State
76854,"Sep 23, 2017",North Texas,,Alabama-Birmingham
76855,"Sep 23, 2017",Notre Dame,@,Michigan State
76856,"Sep 23, 2017",Ohio,@,Eastern Michigan
76857,"Sep 23, 2017",(10) Ohio State,,Nevada-Las Vegas
76858,"Sep 23, 2017",(3) Oklahoma,@,Baylor
76859,"Sep 23, 2017",(4) Penn State,@,Iowa
76860,"Sep 23, 2017",(22) San Diego State,@,Air Force
76861,"Sep 23, 2017",South Carolina,,Louisiana Tech
76862,"Sep 23, 2017",(5) Southern California,@,California
76863,"Sep 23, 2017",Southern Methodist,,Arkansas State
76864,"Sep 23, 2017",Stanford,,UCLA
76865,"Sep 23, 2017",Tennessee,,Massachusetts
76866,"Sep 23, 2017",Texas A&M,N,Arkansas
76867,"Sep 23, 2017",(16) Texas Christian,@,(6) Oklahoma State
76868,"Sep 23, 2017",Texas Tech,@,Houston
76869,"Sep 23, 2017",Texas-San Antonio,@,Texas State
76870,"Sep 23, 2017",Troy,,Akron
76871,"Sep 23, 2017",Tulane,,Army
76872,"Sep 23, 2017",Utah State,@,San Jose State
76873,"Sep 23, 2017",(13) Virginia Tech,,Old Dominion
76874,"Sep 23, 2017",Wake Forest,@,Appalachian State
76875,"Sep 23, 2017",(7) Washington,@,Colorado
76876,"Sep 23, 2017",(18) Washington State,,Nevada
76877,"Sep 23, 2017",West Virginia,@,Kansas
76878,"Sep 23, 2017",Western Illinois,@,Coastal Carolina
76879,"Sep 23, 2017",Western Kentucky,,Ball State
76880,"Sep 23, 2017",Western Michigan,,Wagner
76881,"Sep 23, 2017",Wyoming,,Hawaii
76882,"Sep 24, 2017",East Carolina,@,Connecticut
76883,"Sep 28, 2017",Texas,@,Iowa State
76884,"Sep 29, 2017",(14) Miami (FL),@,Duke
76885,"Sep 29, 2017",Nebraska,@,Illinois
76886,"Sep 29, 2017",Utah State,,Brigham Young
76887,"Sep 29, 2017",(16) Washington State,,(5) Southern California
76888,"Sep 30, 2017",Akron,@,Bowling Green
76889,"Sep 30, 2017",(1) Alabama,,Mississippi
76890,"Sep 30, 2017",Arkansas,,New Mexico State
76891,"Sep 30, 2017",Army,,Texas-El Paso
76892,"Sep 30, 2017",(13) Auburn,,(24) Mississippi State
76893,"Sep 30, 2017",Boston College,,Central Michigan
76894,"Sep 30, 2017",Buffalo,@,Kent State
76895,"Sep 30, 2017",Central Florida,,Memphis
76896,"Sep 30, 2017",(2) Clemson,@,(12) Virginia Tech
76897,"Sep 30, 2017",Colorado State,@,Hawaii
76898,"Sep 30, 2017",(21) Florida,,Vanderbilt
76899,"Sep 30, 2017",Florida Atlantic,,Middle Tennessee State
76900,"Sep 30, 2017",Florida International,,Charlotte
76901,"Sep 30, 2017",Florida State,@,Wake Forest
76902,"Sep 30, 2017",Fresno State,,Nevada
76903,"Sep 30, 2017",(7) Georgia,@,Tennessee
76904,"Sep 30, 2017",Georgia Tech,,North Carolina
76905,"Sep 30, 2017",Houston,@,Temple
76906,"Sep 30, 2017",Kansas State,,Baylor
76907,"Sep 30, 2017",Kentucky,,Eastern Michigan
76908,"Sep 30, 2017",Louisiana Tech,,South Alabama
76909,"Sep 30, 2017",Louisiana-Monroe,,Coastal Carolina
76910,"Sep 30, 2017",(17) Louisville,,Murray State
76911,"Sep 30, 2017",Marshall,@,Cincinnati
76912,"Sep 30, 2017",Maryland,@,Minnesota
76913,"Sep 30, 2017",Michigan State,,Iowa
76914,"Sep 30, 2017",Navy,@,Tulsa
76915,"Sep 30, 2017",Nevada-Las Vegas,,San Jose State
76916,"Sep 30, 2017",New Mexico,,Air Force
76917,"Sep 30, 2017",North Carolina State,,Syracuse
76918,"Sep 30, 2017",North Texas,@,Southern Mississippi
76919,"Sep 30, 2017",(22) Notre Dame,,Miami (OH)
76920,"Sep 30, 2017",Ohio,@,Massachusetts
76921,"Sep 30, 2017",(11) Ohio State,@,Rutgers
76922,"Sep 30, 2017",(15) Oklahoma State,@,Texas Tech
76923,"Sep 30, 2017",Oregon,,California
76924,"Sep 30, 2017",(4) Penn State,,Indiana
76925,"Sep 30, 2017",Pittsburgh,,Rice
76926,"Sep 30, 2017",(19) San Diego State,,Northern Illinois
76927,"Sep 30, 2017",(18) South Florida,@,East Carolina
76928,"Sep 30, 2017",Southern Methodist,,Connecticut
76929,"Sep 30, 2017",Stanford,,Arizona State
76930,"Sep 30, 2017",Texas A&M,,South Carolina
76931,"Sep 30, 2017",Troy,@,(25) Louisiana State
76932,"Sep 30, 2017",UCLA,,Colorado
76933,"Sep 30, 2017",(6) Washington,@,Oregon State
76934,"Sep 30, 2017",Western Michigan,,Ball State
76935,"Sep 30, 2017",(10) Wisconsin,,Northwestern
76936,"Sep 30, 2017",Wyoming,,Texas State
76937,"Oct 4, 2017",Arkansas State,@,Georgia Southern
76938,"Oct 5, 2017",(24) North Carolina State,,(17) Louisville
76939,"Oct 6, 2017",Boise State,@,Brigham Young
76940,"Oct 6, 2017",Memphis,@,Connecticut
76941,"Oct 7, 2017",Akron,,Ball State
76942,"Oct 7, 2017",(1) Alabama,@,Texas A&M
76943,"Oct 7, 2017",Alabama-Birmingham,,Louisiana Tech
76944,"Oct 7, 2017",Appalachian State,,New Mexico State
76945,"Oct 7, 2017",Arizona,@,Colorado
76946,"Oct 7, 2017",Army,@,Rice
76947,"Oct 7, 2017",(12) Auburn,,Mississippi
76948,"Oct 7, 2017",Bowling Green,@,Miami (OH)
76949,"Oct 7, 2017",(25) Central Florida,@,Cincinnati
76950,"Oct 7, 2017",Central Michigan,@,Ohio
76951,"Oct 7, 2017",(2) Clemson,,Wake Forest
76952,"Oct 7, 2017",Colorado State,@,Utah State
76953,"Oct 7, 2017",Florida Atlantic,@,Old Dominion
76954,"Oct 7, 2017",Fresno State,@,San Jose State
76955,"Oct 7, 2017",(5) Georgia,@,Vanderbilt
76956,"Oct 7, 2017",Georgia State,@,Coastal Carolina
76957,"Oct 7, 2017",Houston,,Southern Methodist
76958,"Oct 7, 2017",Indiana,,Charleston Southern
76959,"Oct 7, 2017",Iowa,,Illinois
76960,"Oct 7, 2017",Iowa State,@,(3) Oklahoma
76961,"Oct 7, 2017",Kentucky,,Missouri
76962,"Oct 7, 2017",Louisiana,@,Idaho
76963,"Oct 7, 2017",Louisiana State,@,(21) Florida
76964,"Oct 7, 2017",Louisiana-Monroe,@,Texas State
76965,"Oct 7, 2017",Marshall,@,Charlotte
76966,"Oct 7, 2017",(13) Miami (FL),@,Florida State
76967,"Oct 7, 2017",Michigan State,@,(7) Michigan
76968,"Oct 7, 2017",Middle Tennessee State,,Florida International
76969,"Oct 7, 2017",Navy,,Air Force
76970,"Oct 7, 2017",Nevada,,Hawaii
76971,"Oct 7, 2017",Northern Illinois,,Kent State
76972,"Oct 7, 2017",(21) Notre Dame,@,North Carolina
76973,"Oct 7, 2017",(10) Ohio State,,Maryland
76974,"Oct 7, 2017",(4) Penn State,@,Northwestern
76975,"Oct 7, 2017",Purdue,,Minnesota
76976,"Oct 7, 2017",(19) San Diego State,@,Nevada-Las Vegas
76977,"Oct 7, 2017",South Carolina,,Arkansas
76978,"Oct 7, 2017",(14) Southern California,,Oregon State
76979,"Oct 7, 2017",Southern Mississippi,@,Texas-San Antonio
76980,"Oct 7, 2017",Stanford,@,(20) Utah
76981,"Oct 7, 2017",Syracuse,,Pittsburgh
76982,"Oct 7, 2017",Temple,@,East Carolina
76983,"Oct 7, 2017",Texas,,Kansas State
76984,"Oct 7, 2017",(8) Texas Christian,,(23) West Virginia
76985,"Oct 7, 2017",Texas Tech,@,Kansas
76986,"Oct 7, 2017",Toledo,,Eastern Michigan
76987,"Oct 7, 2017",Tulane,,Tulsa
76988,"Oct 7, 2017",Virginia,,Duke
76989,"Oct 7, 2017",(16) Virginia Tech,@,Boston College
76990,"Oct 7, 2017",(6) Washington,,California
76991,"Oct 7, 2017",(11) Washington State,@,Oregon
76992,"Oct 7, 2017",Western Kentucky,@,Texas-El Paso
76993,"Oct 7, 2017",Western Michigan,@,Buffalo
76994,"Oct 7, 2017",(9) Wisconsin,@,Nebraska
76995,"Oct 11, 2017",South Alabama,@,Troy
76996,"Oct 12, 2017",Louisiana,,Texas State
76997,"Oct 13, 2017",California,,(8) Washington State
76998,"Oct 13, 2017",Syracuse,,(2) Clemson
76999,"Oct 14, 2017",Air Force,,Nevada-Las Vegas
77000,"Oct 14, 2017",(1) Alabama,,Arkansas
77001,"Oct 14, 2017",Alabama-Birmingham,,Middle Tennessee State
77002,"Oct 14, 2017",Appalachian State,@,Idaho
77003,"Oct 14, 2017",Arizona,,UCLA
77004,"Oct 14, 2017",Arizona State,,(5) Washington
77005,"Oct 14, 2017",Arkansas State,,Coastal Carolina
77006,"Oct 14, 2017",Army,,Eastern Michigan
77007,"Oct 14, 2017",Boise State,@,(19) San Diego State
77008,"Oct 14, 2017",Boston College,@,Louisville
77009,"Oct 14, 2017",(22) Central Florida,,East Carolina
77010,"Oct 14, 2017",Colorado,@,Oregon State
77011,"Oct 14, 2017",Colorado State,,Nevada
77012,"Oct 14, 2017",Connecticut,@,Temple
77013,"Oct 14, 2017",Florida International,,Tulane
77014,"Oct 14, 2017",Florida State,@,Duke
77015,"Oct 14, 2017",Fresno State,,New Mexico
77016,"Oct 14, 2017",(4) Georgia,,Missouri
77017,"Oct 14, 2017",Georgia State,@,Louisiana-Monroe
77018,"Oct 14, 2017",Hawaii,,San Jose State
77019,"Oct 14, 2017",Iowa State,,Kansas
77020,"Oct 14, 2017",Kent State,,Miami (OH)
77021,"Oct 14, 2017",Louisiana State,,(10) Auburn
77022,"Oct 14, 2017",Marshall,,Old Dominion
77023,"Oct 14, 2017",Memphis,,(25) Navy
77024,"Oct 14, 2017",(11) Miami (FL),,Georgia Tech
77025,"Oct 14, 2017",(17) Michigan,@,Indiana
77026,"Oct 14, 2017",(21) Michigan State,@,Minnesota
77027,"Oct 14, 2017",Mississippi,,Vanderbilt
77028,"Oct 14, 2017",Mississippi State,,Brigham Young
77029,"Oct 14, 2017",New Mexico State,@,Georgia Southern
77030,"Oct 14, 2017",(20) North Carolina State,@,Pittsburgh
77031,"Oct 14, 2017",North Texas,,Texas-San Antonio
77032,"Oct 14, 2017",Northern Illinois,@,Buffalo
77033,"Oct 14, 2017",Northwestern,@,Maryland
77034,"Oct 14, 2017",Ohio,@,Bowling Green
77035,"Oct 14, 2017",(9) Ohio State,@,Nebraska
77036,"Oct 14, 2017",(12) Oklahoma,N,Texas
77037,"Oct 14, 2017",(14) Oklahoma State,,Baylor
77038,"Oct 14, 2017",Rutgers,@,Illinois
77039,"Oct 14, 2017",South Carolina,@,Tennessee
77040,"Oct 14, 2017",(18) South Florida,,Cincinnati
77041,"Oct 14, 2017",(13) Southern California,,Utah
77042,"Oct 14, 2017",Southern Mississippi,,Texas-El Paso
77043,"Oct 14, 2017",(23) Stanford,,Oregon
77044,"Oct 14, 2017",Texas A&M,@,Florida
77045,"Oct 14, 2017",(6) Texas Christian,@,Kansas State
77046,"Oct 14, 2017",Toledo,@,Central Michigan
77047,"Oct 14, 2017",Tulsa,,Houston
77048,"Oct 14, 2017",Virginia,@,North Carolina
77049,"Oct 14, 2017",West Virginia,,(24) Texas Tech
77050,"Oct 14, 2017",Western Kentucky,,Charlotte
77051,"Oct 14, 2017",(7) Wisconsin,,Purdue
77052,"Oct 14, 2017",Wyoming,@,Utah State
77053,"Oct 15, 2017",Akron,@,Western Michigan
77054,"Oct 19, 2017",Arkansas State,,Louisiana
77055,"Oct 19, 2017",(25) Memphis,@,Houston
77056,"Oct 20, 2017",Air Force,@,Nevada
77057,"Oct 20, 2017",Colorado State,@,New Mexico
77058,"Oct 20, 2017",Marshall,@,Middle Tennessee State
77059,"Oct 20, 2017",Western Kentucky,@,Old Dominion
77060,"Oct 21, 2017",(1) Alabama,,Tennessee
77061,"Oct 21, 2017",Appalachian State,,Coastal Carolina
77062,"Oct 21, 2017",Arizona,@,California
77063,"Oct 21, 2017",Arizona State,@,Utah
77064,"Oct 21, 2017",Army,,Temple
77065,"Oct 21, 2017",(21) Auburn,@,Arkansas
77066,"Oct 21, 2017",Boise State,,Wyoming
77067,"Oct 21, 2017",Boston College,@,Virginia
77068,"Oct 21, 2017",(20) Central Florida,@,Navy
77069,"Oct 21, 2017",Central Michigan,@,Ball State
77070,"Oct 21, 2017",Charlotte,,Alabama-Birmingham
77071,"Oct 21, 2017",Connecticut,,Tulsa
77072,"Oct 21, 2017",East Carolina,,Brigham Young
77073,"Oct 21, 2017",Florida Atlantic,,North Texas
77074,"Oct 21, 2017",Fresno State,@,San Diego State
77075,"Oct 21, 2017",Georgia Tech,,Wake Forest
77076,"Oct 21, 2017",Iowa State,@,Texas Tech
77077,"Oct 21, 2017",(24) Louisiana State,@,Mississippi
77078,"Oct 21, 2017",Louisville,@,Florida State
77079,"Oct 21, 2017",Massachusetts,,Georgia Southern
77080,"Oct 21, 2017",(8) Miami (FL),,Syracuse
77081,"Oct 21, 2017",Miami (OH),,Buffalo
77082,"Oct 21, 2017",(18) Michigan State,,Indiana
77083,"Oct 21, 2017",Minnesota,,Illinois
77084,"Oct 21, 2017",Mississippi State,,Kentucky
77085,"Oct 21, 2017",Missouri,,Idaho
77086,"Oct 21, 2017",Northern Illinois,@,Bowling Green
77087,"Oct 21, 2017",Northwestern,,Iowa
77088,"Oct 21, 2017",(13) Notre Dame,,(11) Southern California
77089,"Oct 21, 2017",Ohio,,Kent State
77090,"Oct 21, 2017",(9) Oklahoma,@,Kansas State
77091,"Oct 21, 2017",(10) Oklahoma State,@,Texas
77092,"Oct 21, 2017",(2) Penn State,,(19) Michigan
77093,"Oct 21, 2017",Pittsburgh,@,Duke
77094,"Oct 21, 2017",Rutgers,,Purdue
77095,"Oct 21, 2017",South Alabama,,Louisiana-Monroe
77096,"Oct 21, 2017",(16) South Florida,@,Tulane
77097,"Oct 21, 2017",Southern Methodist,@,Cincinnati
77098,"Oct 21, 2017",Southern Mississippi,@,Louisiana Tech
77099,"Oct 21, 2017",(4) Texas Christian,,Kansas
77100,"Oct 21, 2017",Texas-San Antonio,,Rice
77101,"Oct 21, 2017",Toledo,,Akron
77102,"Oct 21, 2017",Troy,@,Georgia State
77103,"Oct 21, 2017",UCLA,,Oregon
77104,"Oct 21, 2017",Utah State,@,Nevada-Las Vegas
77105,"Oct 21, 2017",(14) Virginia Tech,,North Carolina
77106,"Oct 21, 2017",(15) Washington State,,Colorado
77107,"Oct 21, 2017",(23) West Virginia,@,Baylor
77108,"Oct 21, 2017",Western Michigan,@,Eastern Michigan
77109,"Oct 21, 2017",(5) Wisconsin,,Maryland
77110,"Oct 26, 2017",Georgia State,,South Alabama
77111,"Oct 26, 2017",Northern Illinois,,Eastern Michigan
77112,"Oct 26, 2017",(20) Stanford,@,Oregon State
77113,"Oct 26, 2017",Toledo,@,Ball State
77114,"Oct 27, 2017",Boston College,,Florida State
77115,"Oct 27, 2017",(24) Memphis,,Tulane
77116,"Oct 27, 2017",Southern Methodist,,Tulsa
77117,"Oct 28, 2017",Air Force,@,Colorado State
77118,"Oct 28, 2017",Akron,,Buffalo
77119,"Oct 28, 2017",Alabama-Birmingham,@,Southern Mississippi
77120,"Oct 28, 2017",Arizona,,(15) Washington State
77121,"Oct 28, 2017",Arkansas,@,Mississippi
77122,"Oct 28, 2017",Arkansas State,@,New Mexico State
77123,"Oct 28, 2017",Boise State,@,Utah State
77124,"Oct 28, 2017",Brigham Young,,San Jose State
77125,"Oct 28, 2017",(18) Central Florida,,Austin Peay
77126,"Oct 28, 2017",(7) Clemson,,Georgia Tech
77127,"Oct 28, 2017",Colorado,,California
77128,"Oct 28, 2017",Florida Atlantic,@,Western Kentucky
77129,"Oct 28, 2017",Florida International,@,Marshall
77130,"Oct 28, 2017",(3) Georgia,N,Florida
77131,"Oct 28, 2017",Houston,@,(17) South Florida
77132,"Oct 28, 2017",Idaho,,Louisiana-Monroe
77133,"Oct 28, 2017",Iowa,,Minnesota
77134,"Oct 28, 2017",(25) Iowa State,,(4) Texas Christian
77135,"Oct 28, 2017",Kansas State,@,Kansas
77136,"Oct 28, 2017",Kentucky,,Tennessee
77137,"Oct 28, 2017",Louisiana Tech,@,Rice
77138,"Oct 28, 2017",Maryland,,Indiana
77139,"Oct 28, 2017",Massachusetts,,Appalachian State
77140,"Oct 28, 2017",(8) Miami (FL),@,North Carolina
77141,"Oct 28, 2017",Michigan,,Rutgers
77142,"Oct 28, 2017",Mississippi State,@,Texas A&M
77143,"Oct 28, 2017",Missouri,@,Connecticut
77144,"Oct 28, 2017",Nebraska,@,Purdue
77145,"Oct 28, 2017",Nevada-Las Vegas,@,Fresno State
77146,"Oct 28, 2017",North Texas,,Old Dominion
77147,"Oct 28, 2017",Northwestern,,(16) Michigan State
77148,"Oct 28, 2017",(9) Notre Dame,,(14) North Carolina State
77149,"Oct 28, 2017",(6) Ohio State,,(2) Penn State
77150,"Oct 28, 2017",(10) Oklahoma,,Texas Tech
77151,"Oct 28, 2017",(11) Oklahoma State,@,(22) West Virginia
77152,"Oct 28, 2017",Oregon,,Utah
77153,"Oct 28, 2017",Pittsburgh,,Virginia
77154,"Oct 28, 2017",San Diego State,@,Hawaii
77155,"Oct 28, 2017",South Carolina,,Vanderbilt
77156,"Oct 28, 2017",(21) Southern California,@,Arizona State
77157,"Oct 28, 2017",Texas,@,Baylor
77158,"Oct 28, 2017",Texas State,@,Coastal Carolina
77159,"Oct 28, 2017",Texas-San Antonio,@,Texas-El Paso
77160,"Oct 28, 2017",Troy,,Georgia Southern
77161,"Oct 28, 2017",(13) Virginia Tech,,Duke
77162,"Oct 28, 2017",Wake Forest,,Louisville
77163,"Oct 28, 2017",(12) Washington,,UCLA
77164,"Oct 28, 2017",(5) Wisconsin,@,Illinois
77165,"Oct 28, 2017",Wyoming,,New Mexico
77166,"Oct 31, 2017",Bowling Green,@,Kent State
77167,"Oct 31, 2017",Ohio,,Miami (OH)
77168,"Nov 1, 2017",Central Michigan,@,Western Michigan
77169,"Nov 2, 2017",Eastern Michigan,,Ball State
77170,"Nov 2, 2017",Temple,,Navy
77171,"Nov 2, 2017",Toledo,,Northern Illinois
77172,"Nov 2, 2017",Troy,,Idaho
77173,"Nov 3, 2017",Florida Atlantic,,Marshall
77174,"Nov 3, 2017",(22) Memphis,@,Tulsa
77175,"Nov 3, 2017",Utah,,UCLA
77176,"Nov 4, 2017",(1) Alabama,,(19) Louisiana State
77177,"Nov 4, 2017",Alabama-Birmingham,,Rice
77178,"Nov 4, 2017",Arizona State,,Colorado
77179,"Nov 4, 2017",Arkansas,,Coastal Carolina
77180,"Nov 4, 2017",Army,@,Air Force
77181,"Nov 4, 2017",(16) Auburn,@,Texas A&M
77182,"Nov 4, 2017",Baylor,@,Kansas
77183,"Nov 4, 2017",Boise State,,Nevada
77184,"Nov 4, 2017",California,,Oregon State
77185,"Nov 4, 2017",(15) Central Florida,@,Southern Methodist
77186,"Nov 4, 2017",Cincinnati,@,Tulane
77187,"Nov 4, 2017",(6) Clemson,@,(20) North Carolina State
77188,"Nov 4, 2017",Florida International,,Texas-San Antonio
77189,"Nov 4, 2017",Florida State,,Syracuse
77190,"Nov 4, 2017",Fresno State,,Brigham Young
77191,"Nov 4, 2017",(2) Georgia,,South Carolina
77192,"Nov 4, 2017",Georgia State,@,Georgia Southern
77193,"Nov 4, 2017",Houston,,East Carolina
77194,"Nov 4, 2017",Iowa,,(3) Ohio State
77195,"Nov 4, 2017",Kansas State,@,Texas Tech
77196,"Nov 4, 2017",Louisiana,@,South Alabama
77197,"Nov 4, 2017",Louisiana-Monroe,,Appalachian State
77198,"Nov 4, 2017",(9) Miami (FL),,(13) Virginia Tech
77199,"Nov 4, 2017",Michigan,,Minnesota
77200,"Nov 4, 2017",(24) Michigan State,,(7) Penn State
77201,"Nov 4, 2017",Middle Tennessee State,,Texas-El Paso
77202,"Nov 4, 2017",Mississippi,@,Kentucky
77203,"Nov 4, 2017",(21) Mississippi State,,Massachusetts
77204,"Nov 4, 2017",Missouri,,Florida
77205,"Nov 4, 2017",Nevada-Las Vegas,,Hawaii
77206,"Nov 4, 2017",New Mexico State,@,Texas State
77207,"Nov 4, 2017",North Texas,@,Louisiana Tech
77208,"Nov 4, 2017",Northwestern,@,Nebraska
77209,"Nov 4, 2017",(5) Notre Dame,,Wake Forest
77210,"Nov 4, 2017",(8) Oklahoma,@,(11) Oklahoma State
77211,"Nov 4, 2017",Old Dominion,,Charlotte
77212,"Nov 4, 2017",Purdue,,Illinois
77213,"Nov 4, 2017",Rutgers,,Maryland
77214,"Nov 4, 2017",San Diego State,@,San Jose State
77215,"Nov 4, 2017",South Florida,@,Connecticut
77216,"Nov 4, 2017",(17) Southern California,,(23) Arizona
77217,"Nov 4, 2017",Tennessee,,Southern Mississippi
77218,"Nov 4, 2017",(10) Texas Christian,,Texas
77219,"Nov 4, 2017",Utah State,@,New Mexico
77220,"Nov 4, 2017",Vanderbilt,,Western Kentucky
77221,"Nov 4, 2017",Virginia,,Georgia Tech
77222,"Nov 4, 2017",(12) Washington,,Oregon
