,Year,Date,Home,HomeRank,Away,AwayRank,Result,HomePTS,AwayPTS,MOV
374,2015-16,2016-02-27,Virginia,3,North Carolina,7,1,79,74,5
375,2011-12,2011-11-15,Ohio State,3,Florida,7,1,81,74,7
376,2010-11,2011-01-22,Syracuse,3,Villanova,7,0,72,83,-11
377,2007-08,2008-03-06,UCLA,3,Stanford,7,1,77,67,10
378,1993-94,1993-12-01,Kansas,3,Temple,7,0,59,73,-14
379,1992-93,1993-01-20,North Carolina,3,Virginia,7,1,80,58,22
380,1978-79,1979-01-13,North Carolina,3,Duke,7,1,74,68,6
381,1976-77,1976-12-11,UCLA,3,Notre Dame,7,0,63,66,-3
382,2020-21,2021-01-02,Kansas,3,Texas,8,0,59,84,-25
383,2004-05,2005-01-12,North Carolina,3,Georgia Tech,8,1,91,69,22
384,1991-92,1992-02-02,Oklahoma State,3,Missouri,8,1,84,61,23
385,1988-89,1989-03-05,Indiana,3,Illinois,8,0,67,70,-3
386,1987-88,1988-01-02,Pittsburgh,3,Florida,8,1,80,68,12
387,1967-68,1967-12-12,Vanderbilt,3,Davidson,8,1,81,79,2
388,1962-63,1963-03-02,Loyola (IL),3,Wichita State,8,0,72,73,-1
389,1959-60,1959-12-28,California,3,Illinois,8,1,62,48,14
390,1957-58,1958-03-04,Cincinnati,3,Dayton,8,1,70,66,4
391,2023-24,2024-01-13,Kansas,3,Oklahoma,9,1,78,66,12
392,2020-21,2021-02-25,Michigan,3,Iowa,9,1,79,57,22
393,2016-17,2017-02-13,Kansas,3,West Virginia,9,1,84,80,4
394,2014-15,2015-02-07,Virginia,3,Louisville,9,1,52,47,5
395,2014-15,2014-12-06,Arizona,3,Gonzaga,9,1,66,63,3
396,2002-03,2003-02-01,Texas,3,Oklahoma State,9,1,78,65,13
397,1993-94,1994-03-06,Michigan,3,Purdue,9,0,94,95,-1
398,1992-93,1993-02-13,Duke,3,Wake Forest,9,0,86,98,-12
399,1990-91,1991-01-02,Syracuse,3,St. John's (NY),9,1,92,86,6
400,1979-80,1979-12-22,Kentucky,3,Purdue,9,1,61,60,1
401,1961-62,1962-03-03,Kansas State,3,Colorado,9,1,60,48,12
402,1959-60,1960-01-16,West Virginia,3,Villanova,9,1,89,81,8
403,2012-13,2013-02-05,Michigan,3,Ohio State,10,1,76,74,2
404,1995-96,1995-12-06,Massachusetts,3,Wake Forest,10,1,60,46,14
405,1986-87,1987-02-21,North Carolina,3,Clemson,10,1,96,80,16
406,1979-80,1980-01-28,Kentucky,3,Louisiana State,10,0,60,65,-5
407,1978-79,1979-01-14,North Carolina,3,Arkansas,10,1,63,57,6
408,1963-64,1964-01-25,Loyola (IL),3,Wichita State,10,0,76,80,-4
409,1956-57,1957-02-18,Kentucky,3,Vanderbilt,10,1,80,78,2
410,2019-20,2020-01-18,Duke,3,Louisville,11,0,73,79,-6
411,2015-16,2016-01-02,Oklahoma,3,Iowa State,11,1,87,83,4
412,2011-12,2012-02-11,Ohio State,3,Michigan State,11,0,48,58,-10
413,2006-07,2007-01-20,UCLA,3,Arizona,11,1,73,69,4
414,1994-95,1995-02-04,Kansas,3,Iowa State,11,1,91,71,20
415,1991-92,1992-03-08,Kansas,3,Missouri,11,1,97,89,8
416,1989-90,1990-01-27,Georgetown,3,Syracuse,11,0,76,95,-19
417,1983-84,1984-02-25,Houston,3,Arkansas,11,1,64,61,3
418,1974-75,1974-12-20,UCLA,3,Memphis,11,1,113,94,19
419,2009-10,2010-02-13,Kentucky,3,Tennessee,12,1,73,62,11
420,1993-94,1994-01-08,Duke,3,Georgia Tech,12,1,88,71,17
421,1991-92,1992-03-02,Kansas,3,Oklahoma State,12,1,77,64,13
422,1974-75,1974-12-21,UCLA,3,Notre Dame,12,1,85,72,13
423,1954-55,1955-01-10,Duquesne,3,Dayton,12,0,67,68,-1
424,1953-54,1954-02-08,Indiana,3,Minnesota,12,1,90,77,13
425,1949-50,1950-01-17,Long Island University,3,NC State,12,0,52,55,-3
426,2021-22,2022-02-08,Purdue,3,Illinois,13,1,84,68,16
427,2008-09,2009-03-04,Pittsburgh,3,Marquette,13,1,90,75,15
428,2008-09,2009-01-17,Duke,3,Georgetown,13,1,76,67,9
429,1992-93,1993-01-16,Duke,3,Iowa,13,1,65,56,9
430,1986-87,1986-12-06,Indiana,3,Kentucky,13,1,71,66,5
431,1957-58,1958-02-12,Cincinnati,3,Bradley,13,1,94,77,17
432,2017-18,2018-02-07,Purdue,3,Ohio State,14,0,63,64,-1
433,2016-17,2017-01-21,UCLA,3,Arizona,14,0,85,96,-11
434,2009-10,2010-02-28,Purdue,3,Michigan State,14,0,44,53,-9
435,2003-04,2004-03-06,Duke,3,North Carolina,14,1,70,65,5
436,1994-95,1994-11-30,Kentucky,3,Ohio,14,1,79,74,5
437,1992-93,1993-01-17,Duke,3,Virginia,14,0,69,77,-8
438,2016-17,2017-01-10,Villanova,3,Xavier,15,1,79,54,25
439,2008-09,2009-02-23,Oklahoma,3,Kansas,15,0,78,87,-9
440,2006-07,2007-03-03,Kansas,3,Texas,15,1,90,86,4
441,1974-75,1974-12-07,Indiana,3,Kentucky,15,1,98,74,24
442,2020-21,2020-12-08,Iowa,3,North Carolina,16,1,93,80,13
443,2019-20,2020-01-04,Kansas,3,West Virginia,16,1,60,53,7
444,1996-97,1997-02-09,Kentucky,3,Villanova,16,1,93,56,37
445,1991-92,1991-12-07,Arizona,3,Louisiana State,16,1,87,67,20
446,1989-90,1990-01-13,Michigan,3,Minnesota,16,1,87,83,4
447,1984-85,1985-01-07,St. John's (NY),3,Villanova,16,1,76,71,5
448,1980-81,1981-01-10,Virginia,3,North Carolina,16,1,63,57,6
449,2020-21,2021-03-04,Baylor,3,Oklahoma State,17,1,81,70,11
450,2000-01,2001-01-13,Michigan State,3,Wisconsin,17,1,69,59,10
451,1988-89,1989-01-29,Louisville,3,Ohio State,17,0,79,85,-6
452,1986-87,1987-01-18,North Carolina,3,NC State,17,1,96,78,18
453,1982-83,1983-03-06,Louisville,3,Memphis,17,1,64,62,2
454,1980-81,1981-02-28,Virginia,3,Maryland,17,1,74,63,11
455,1980-81,1981-01-22,Wake Forest,3,North Carolina,17,0,60,74,-14
456,1979-80,1980-01-23,Duke,3,Virginia,17,0,84,90,-6
457,1978-79,1979-02-03,Duke,3,Maryland,17,1,87,78,9
458,1949-50,1950-02-20,Ohio State,3,Indiana,17,1,75,65,10
459,2020-21,2021-03-07,Baylor,3,Texas Tech,18,1,88,73,15
460,2012-13,2012-11-27,Michigan,3,NC State,18,1,79,72,7
461,1994-95,1995-03-05,Kansas,3,Oklahoma State,18,1,78,62,16
462,1994-95,1995-01-18,North Carolina,3,Virginia,18,1,79,76,3
463,1983-84,1984-01-28,Kentucky,3,Georgia,18,1,64,40,24
464,1971-72,1972-01-29,North Carolina,3,Maryland,18,1,92,72,20
465,1950-51,1950-12-20,NC State,3,Villanova,18,0,61,68,-7
466,2003-04,2004-03-03,Duke,3,Georgia Tech,19,0,68,76,-8
467,1995-96,1995-12-23,Arizona,3,Syracuse,19,0,70,79,-9
468,1992-93,1993-01-27,North Carolina,3,Florida State,19,1,82,77,5
469,1976-77,1977-03-06,Michigan,3,Marquette,19,1,69,68,1
470,2013-14,2014-01-12,Ohio State,3,Iowa,20,0,74,84,-10
471,2008-09,2009-01-21,Connecticut,3,Villanova,20,1,89,83,6
472,2002-03,2003-02-11,Kentucky,3,Georgia,20,1,87,67,20
473,1993-94,1994-02-12,Arkansas,3,Florida,20,1,99,87,12
474,1954-55,1954-12-18,Illinois,3,Notre Dame,20,1,66,57,9
475,1953-54,1954-02-22,Indiana,3,Iowa,20,0,64,82,-18
476,1953-54,1954-02-01,Indiana,3,Louisville,20,1,80,71,9
477,2013-14,2014-01-25,Michigan State,3,Michigan,21,0,75,80,-5
478,2012-13,2013-01-21,Syracuse,3,Cincinnati,21,1,57,55,2
479,1995-96,1996-02-07,Kansas,3,Iowa State,21,1,89,70,19
480,1989-90,1990-02-25,Duke,3,Arizona,21,1,78,76,2
481,2010-11,2010-11-16,Kansas State,3,Virginia Tech,22,1,73,57,16
482,2004-05,2005-01-08,North Carolina,3,Maryland,22,1,109,75,34
483,1990-91,1991-01-26,Indiana,3,Michigan State,22,1,97,63,34
484,2021-22,2022-01-03,Purdue,3,Wisconsin,23,0,69,74,-5
485,1999-00,2000-02-09,Duke,3,Maryland,23,0,87,98,-11
486,2015-16,2016-02-08,Oklahoma,3,Texas,24,1,63,60,3
487,2015-16,2015-12-02,Michigan State,3,Louisville,24,1,71,67,4
488,2005-06,2006-01-08,Villanova,3,West Virginia,24,0,87,91,-4
489,1991-92,1992-01-18,Oklahoma State,3,Iowa State,24,1,85,67,18
490,2017-18,2018-01-25,Purdue,3,Michigan,25,1,92,88,4
491,2009-10,2010-01-20,Kansas,3,Baylor,25,1,81,75,6
492,2002-03,2003-01-18,Pittsburgh,3,Syracuse,25,1,73,60,13
493,2014-15,2014-12-27,Louisville,4,Kentucky,1,0,50,58,-8
494,2012-13,2013-02-19,Michigan State,4,Indiana,1,0,68,72,-4
495,2005-06,2006-02-13,Villanova,4,Connecticut,1,1,69,64,5
496,1998-99,1999-02-06,Stanford,4,Connecticut,1,0,59,70,-11
497,1992-93,1992-12-05,Duke,4,Michigan,1,1,79,68,11
498,1991-92,1992-03-01,UCLA,4,Duke,1,0,65,75,-10
499,1989-90,1990-01-20,Missouri,4,Kansas,1,1,95,87,8
500,1978-79,1979-01-11,Illinois,4,Michigan State,1,1,57,55,2
501,1961-62,1961-12-30,Southern California,4,Ohio State,1,0,66,76,-10
502,1959-60,1960-01-16,Bradley,4,Cincinnati,1,1,91,90,1
503,2017-18,2018-01-27,Duke,4,Virginia,2,0,63,65,-2
504,2016-17,2017-01-28,Kentucky,4,Kansas,2,0,73,79,-6
505,2000-01,2001-03-04,North Carolina,4,Duke,2,0,81,95,-14
506,1998-99,1999-01-03,Maryland,4,Duke,2,0,64,82,-18
507,1985-86,1986-02-09,Duke,4,Georgia Tech,2,1,75,59,16
508,1985-86,1986-01-21,Georgia Tech,4,Duke,2,1,87,80,7
509,1971-72,1972-01-09,South Carolina,4,Marquette,2,0,71,72,-1
510,1955-56,1956-02-17,Louisville,4,Dayton,2,1,59,56,3
511,2020-21,2021-02-21,Ohio State,4,Michigan,3,0,87,92,-5
512,2017-18,2018-02-17,Xavier,4,Villanova,3,0,79,95,-16
513,2017-18,2018-02-10,Michigan State,4,Purdue,3,1,68,65,3
514,2016-17,2017-02-18,Baylor,4,Kansas,3,0,65,67,-2
515,2011-12,2012-02-25,Kansas,4,Missouri,3,1,87,86,1
516,2008-09,2009-01-11,Wake Forest,4,North Carolina,3,1,92,89,3
517,2004-05,2005-01-15,Wake Forest,4,North Carolina,3,1,95,82,13
518,1995-96,1996-02-25,Villanova,4,Connecticut,3,0,59,70,-11
519,1993-94,1994-02-09,Kentucky,4,Arkansas,3,0,82,90,-8
520,1975-76,1976-02-11,Maryland,4,North Carolina,3,0,69,81,-12
521,1973-74,1974-01-22,North Carolina,4,NC State,3,0,80,83,-3
522,1973-74,1974-01-13,NC State,4,Maryland,3,1,80,74,6
523,1972-73,1973-01-27,Maryland,4,North Carolina,3,1,94,88,6
524,1967-68,1967-12-06,Kansas,4,Louisville,3,0,51,57,-6
525,1964-65,1964-12-29,UCLA,4,Minnesota,3,1,93,77,16
526,1963-64,1963-12-27,UCLA,4,Michigan,3,1,98,80,18
527,1950-51,1951-01-26,Bradley,4,Oklahoma State,3,0,48,49,-1
528,2016-17,2017-02-25,Arizona,4,UCLA,5,0,72,77,-5
529,2005-06,2005-12-03,Villanova,4,Oklahoma,5,1,85,74,11
530,2003-04,2004-02-15,Pittsburgh,4,Connecticut,5,1,75,68,7
531,2001-02,2002-01-19,Kansas,4,Oklahoma,5,1,74,67,7
532,1986-87,1986-12-20,North Carolina,4,Illinois,5,1,90,77,13
533,1975-76,1976-01-03,UCLA,4,Notre Dame,5,1,86,70,16
534,1973-74,1974-01-26,North Carolina,4,Maryland,5,1,82,73,9
535,1972-73,1973-03-03,Long Beach State,4,Marquette,5,1,76,66,10
536,1967-68,1968-01-06,Vanderbilt,4,Kentucky,5,0,78,94,-16
537,1960-61,1961-02-04,Duke,4,North Carolina,5,1,81,77,4
538,1953-54,1953-12-21,Illinois,4,Oklahoma State,5,0,60,65,-5
539,1950-51,1951-03-14,Kansas State,4,Illinois,5,1,91,72,19
540,1950-51,1951-01-09,Long Island University,4,Saint Louis,5,1,74,62,12
541,2011-12,2012-03-03,Duke,4,North Carolina,6,0,70,88,-18
542,2011-12,2012-02-11,Missouri,4,Baylor,6,1,72,57,15
543,2009-10,2010-01-01,Purdue,4,West Virginia,6,1,77,62,15
544,1999-00,2000-01-24,Syracuse,4,Connecticut,6,1,88,74,14
545,1997-98,1998-01-29,Stanford,4,Arizona,6,0,75,93,-18
546,1994-95,1994-12-07,Kansas,4,Florida,6,1,69,63,6
547,1988-89,1989-02-13,Georgetown,4,Syracuse,6,1,61,54,7
548,1974-75,1975-02-01,UCLA,4,Southern California,6,1,89,84,5
549,1966-67,1966-12-13,Kentucky,4,North Carolina,6,0,55,64,-9
550,1962-63,1963-01-26,Duke,4,West Virginia,6,1,111,71,40
551,2009-10,2010-02-27,Syracuse,4,Villanova,7,1,95,77,18
552,2009-10,2010-01-25,Syracuse,4,Georgetown,7,1,73,56,17
553,1986-87,1987-02-12,Iowa,4,Purdue,7,0,73,80,-7
554,1983-84,1983-12-22,DePaul,4,Purdue,7,1,68,61,7
555,1982-83,1982-12-18,UCLA,4,Iowa,7,1,75,66,9
556,1979-80,1979-12-11,Notre Dame,4,UCLA,7,1,77,74,3
557,2022-23,2023-03-04,UCLA,4,Arizona,8,1,82,73,9
558,2011-12,2012-02-04,Missouri,4,Kansas,8,1,74,71,3
559,2008-09,2009-01-19,Pittsburgh,4,Syracuse,8,1,78,60,18
560,2005-06,2005-12-27,Memphis,4,Gonzaga,8,1,83,72,11
561,2003-04,2004-01-19,Connecticut,4,Pittsburgh,8,1,68,65,3
562,2001-02,2001-12-01,Arizona,4,Kansas,8,0,97,105,-8
563,2000-01,2001-01-02,Wake Forest,4,Virginia,8,1,96,73,23
564,1990-91,1991-03-03,North Carolina,4,Duke,8,0,77,83,-6
565,1989-90,1990-01-31,Michigan,4,Purdue,8,0,73,91,-18
566,1968-69,1969-02-19,La Salle,4,Duquesne,8,1,85,71,14
567,1951-52,1951-12-19,Saint Louis,4,Washington,8,0,53,58,-5
568,2020-21,2021-02-28,Ohio State,4,Iowa,9,0,57,73,-16
569,2018-19,2019-01-15,Virginia,4,Virginia Tech,9,1,81,59,22
570,2018-19,2019-01-05,Virginia,4,Florida State,9,1,65,52,13
571,2012-13,2013-03-03,Michigan,4,Michigan State,9,1,58,57,1
572,2001-02,2002-02-22,Cincinnati,4,Marquette,9,1,63,62,1
573,1981-82,1981-12-12,Wichita State,4,UAB,9,1,75,60,15
574,1963-64,1964-02-04,Wichita State,4,Loyola (IL),9,1,65,60,5
575,1961-62,1961-12-27,Southern California,4,Purdue,9,1,80,63,17
576,2022-23,2023-01-28,Tennessee,4,Texas,10,1,82,71,11
577,2014-15,2015-02-07,Duke,4,Notre Dame,10,1,90,60,30
578,2011-12,2011-12-02,Syracuse,4,Florida,10,1,72,68,4
579,1988-89,1989-01-22,Louisville,4,Nevada-Las Vegas,10,1,92,74,18
580,1976-77,1977-01-26,North Carolina,4,Wake Forest,10,0,66,67,-1
581,1962-63,1962-12-22,Loyola (IL),4,Seattle,10,1,93,83,10
582,2023-24,2024-02-28,Tennessee,4,Auburn,11,1,92,84,8
583,2015-16,2016-03-05,Virginia,4,Louisville,11,1,68,46,22
584,2009-10,2010-01-17,Villanova,4,Georgetown,11,1,82,77,5
585,1996-97,1997-03-01,Utah,4,New Mexico,11,1,78,58,20
586,1986-87,1987-02-14,Iowa,4,Illinois,11,1,66,61,5
587,1977-78,1978-02-12,Notre Dame,4,DePaul,11,0,68,69,-1
588,1977-78,1978-01-15,Marquette,4,Nevada-Las Vegas,11,1,97,81,16
589,1972-73,1973-02-17,Minnesota,4,Indiana,11,1,82,75,7
590,1959-60,1959-12-23,California,4,Michigan State,11,1,71,60,11
591,1953-54,1954-01-12,Oklahoma State,4,Kansas,11,1,54,50,4
592,2011-12,2011-12-28,Louisville,4,Georgetown,12,0,68,71,-3
593,1993-94,1994-02-20,Kansas,4,Missouri,12,0,74,81,-7
594,1988-89,1989-02-06,Louisville,4,Florida State,12,0,78,81,-3
595,1986-87,1987-01-28,Indiana,4,Illinois,12,1,69,66,3
596,1954-55,1955-02-14,Duquesne,4,Cincinnati,12,1,81,67,14
597,2023-24,2024-02-10,Kansas,4,Baylor,13,1,64,61,3
598,1998-99,1999-02-21,Michigan State,4,Wisconsin,13,1,56,51,5
599,1980-81,1981-01-10,Kentucky,4,Tennessee,13,1,48,47,1
600,2013-14,2014-03-08,Duke,4,North Carolina,14,1,93,81,12
601,2003-04,2003-12-20,North Carolina,4,Wake Forest,14,0,114,119,-5
602,1996-97,1996-12-14,Villanova,4,Duke,14,0,79,87,-8
603,1992-93,1993-03-13,Kentucky,4,Arkansas,14,1,92,81,11
604,1987-88,1988-02-13,Oklahoma,4,Kansas State,14,1,112,95,17
605,1976-77,1977-02-19,Alabama,4,Tennessee,14,0,89,92,-3
606,1975-76,1975-12-08,North Carolina,4,Kentucky,14,1,90,77,13
607,1974-75,1975-01-18,NC State,4,North Carolina,14,1,88,85,3
608,1969-70,1970-02-28,South Carolina,4,NC State,14,1,85,69,16
609,1957-58,1957-12-14,Bradley,4,Seattle,14,0,76,82,-6
610,2023-24,2024-03-09,Tennessee,4,Kentucky,15,0,81,85,-4
611,2020-21,2021-01-13,Texas,4,Texas Tech,15,0,77,79,-2
612,2014-15,2015-02-18,Duke,4,North Carolina,15,1,92,90,2
613,2005-06,2006-01-02,Memphis,4,Texas,15,0,58,69,-11
614,1992-93,1993-03-02,Michigan,4,Iowa,15,1,82,73,9
615,1988-89,1989-03-08,Illinois,4,Iowa,15,1,118,94,24
616,1976-77,1977-02-08,Wake Forest,4,Clemson,15,0,66,70,-4
617,1952-53,1953-01-31,La Salle,4,Eastern Kentucky,15,1,89,67,22
618,2015-16,2016-01-24,Villanova,4,Providence,16,0,76,82,-6
619,2015-16,2016-01-14,Michigan State,4,Iowa,16,0,59,76,-17
620,2012-13,2013-02-02,Florida,4,Mississippi,16,1,78,64,14
621,2000-01,2001-01-09,Tennessee,4,Alabama,16,1,86,69,17
622,1991-92,1992-01-21,Indiana,4,Michigan,16,1,89,74,15
623,1989-90,1990-02-24,Nevada-Las Vegas,4,Louisville,16,1,91,81,10
624,1983-84,1984-03-03,Georgetown,4,Syracuse,16,1,88,71,17
625,1977-78,1977-12-22,Arkansas,4,Kansas,16,1,78,72,6
626,1976-77,1976-12-14,Notre Dame,4,Indiana,16,1,78,65,13
627,1954-55,1955-01-31,Duquesne,4,Niagara,16,1,65,48,17
628,2005-06,2006-02-19,Villanova,4,Georgetown,17,1,75,65,10
629,1998-99,1999-02-16,Michigan State,4,Purdue,17,1,82,69,13
630,1994-95,1995-01-26,UCLA,4,Stanford,17,1,77,74,3
631,1993-94,1993-12-16,Temple,4,Cincinnati,17,1,88,72,16
632,1992-93,1992-11-20,Indiana,4,Tulane,17,1,102,92,10
633,1984-85,1985-02-24,Memphis,4,Virginia Commonwealth,17,1,81,73,8
634,1984-85,1984-11-24,Indiana,4,Louisville,17,0,64,75,-11
635,1979-80,1980-01-27,Ohio State,4,Virginia,17,1,70,65,5
636,2015-16,2016-02-06,Maryland,4,Purdue,18,1,72,61,11
637,1985-86,1986-02-27,Georgia Tech,4,NC State,18,1,69,57,12
638,1976-77,1976-11-27,UCLA,4,DePaul,18,1,76,69,7
639,1970-71,1971-01-02,Southern California,4,Louisiana State,18,1,80,76,4
640,2010-11,2011-03-05,Pittsburgh,4,Villanova,19,1,60,50,10
641,2000-01,2001-02-13,Illinois,4,Wisconsin,19,1,68,67,1
642,1992-93,1992-12-19,Indiana,4,Cincinnati,19,1,79,64,15
643,1979-80,1980-02-07,Oregon State,4,Arizona State,19,1,82,75,7
644,1969-70,1970-01-10,North Carolina,4,Duke,19,1,86,78,8
645,1957-58,1958-01-25,Cincinnati,4,Wichita State,19,1,105,81,24
646,1954-55,1955-02-07,Duquesne,4,Villanova,19,1,66,58,8
647,1949-50,1950-01-05,Long Island University,4,Bowling Green State,19,1,66,63,3
648,2015-16,2016-01-30,Kansas,4,Kentucky,20,1,90,84,6
649,2011-12,2012-01-29,Ohio State,4,Michigan,20,1,64,49,15
650,1999-00,2000-01-11,Auburn,4,Kentucky,20,1,66,63,3
651,1981-82,1982-02-26,Oregon State,4,UCLA,20,1,72,58,14
652,1950-51,1951-01-16,Long Island University,4,Duquesne,20,1,84,52,32
653,2023-24,2024-02-22,Arizona,4,Washington State,21,0,74,77,-3
654,2002-03,2003-01-25,Texas,4,Missouri,21,1,76,55,21
655,1997-98,1998-03-07,North Carolina,4,Maryland,21,1,83,73,10
656,1996-97,1997-01-27,Utah,4,Tulsa,21,1,84,58,26
657,2013-14,2014-01-05,Wisconsin,4,Iowa,22,1,75,71,4
658,1994-95,1995-01-11,North Carolina,4,Georgia Tech,22,1,86,75,11
659,1993-94,1994-01-04,Kentucky,4,Vanderbilt,22,1,107,82,25
660,2013-14,2014-01-08,Wisconsin,4,Illinois,23,1,95,70,25
661,2001-02,2001-12-04,Kansas,4,Wake Forest,23,1,83,76,7
662,1994-95,1995-02-14,Kentucky,4,Mississippi State,23,0,71,76,-5
663,2017-18,2017-12-30,Duke,4,Florida State,24,1,100,93,7
664,1997-98,1997-12-13,Kentucky,4,Georgia Tech,24,1,85,71,14
665,2021-22,2022-02-19,Kentucky,4,Alabama,25,1,90,81,9
666,2010-11,2011-01-15,Syracuse,4,Cincinnati,25,1,67,52,15
667,2009-10,2010-02-02,Kentucky,4,Mississippi,25,1,85,75,10
668,2005-06,2006-01-09,Connecticut,4,Cincinnati,25,1,70,59,11
669,2004-05,2005-02-05,Duke,4,Georgia Tech,25,1,82,65,17
670,1998-99,1999-01-09,Stanford,4,California,25,1,71,62,9
671,1995-96,1995-12-23,Kentucky,4,Louisville,25,1,89,66,23
672,2018-19,2019-02-16,Kentucky,5,Tennessee,1,1,86,69,17
673,2015-16,2016-02-24,Xavier,5,Villanova,1,1,90,83,7
674,2013-14,2014-02-22,Duke,5,Syracuse,1,1,66,60,6
675,2008-09,2009-02-02,Louisville,5,Connecticut,1,0,51,68,-17
676,2004-05,2004-12-01,Illinois,5,Wake Forest,1,1,91,73,18
677,1989-90,1990-02-27,Oklahoma,5,Kansas,1,1,100,78,22
678,1988-89,1989-02-12,Oklahoma,5,Arizona,1,1,82,80,2
679,1987-88,1988-02-21,North Carolina,5,Temple,1,0,66,83,-17
680,1986-87,1987-01-19,Purdue,5,Iowa,1,0,67,70,-3
681,1983-84,1984-01-12,Maryland,5,North Carolina,1,0,62,74,-12
682,1982-83,1983-03-03,Arkansas,5,Houston,1,0,66,74,-8
683,1979-80,1979-12-15,Kentucky,5,Indiana,1,1,69,58,11
684,1969-70,1969-12-08,North Carolina,5,Kentucky,1,0,87,94,-7
685,1968-69,1968-12-07,Notre Dame,5,UCLA,1,0,75,88,-13
686,1964-65,1964-12-05,Duke,5,Michigan,1,0,79,86,-7
687,2001-02,2001-11-27,Maryland,5,Illinois,2,1,76,63,13
688,1998-99,1998-12-12,Kentucky,5,Maryland,2,1,103,91,12
689,1996-97,1997-02-01,Maryland,5,Wake Forest,2,0,69,74,-5
690,1982-83,1982-12-22,Indiana,5,Kentucky,2,1,62,59,3
691,1980-81,1980-12-06,Indiana,5,Kentucky,2,0,66,68,-2
692,1975-76,1976-01-25,North Carolina,5,Maryland,2,1,95,93,2
693,1970-71,1970-12-05,Notre Dame,5,South Carolina,2,0,82,85,-3
694,1956-57,1956-12-17,Illinois,5,San Francisco,2,1,62,33,29
695,2013-14,2014-01-07,Michigan State,5,Ohio State,3,1,72,68,4
696,2010-11,2011-01-17,Pittsburgh,5,Syracuse,3,1,74,66,8
697,2006-07,2006-12-23,Florida,5,Ohio State,3,1,86,60,26
698,1988-89,1989-02-09,Oklahoma,5,Missouri,3,1,112,105,7
699,1982-83,1983-01-08,Alabama,5,Kentucky,3,1,74,67,7
700,1979-80,1980-02-24,Louisiana State,5,Kentucky,3,0,74,76,-2
701,1974-75,1974-12-28,Maryland,5,UCLA,3,0,75,81,-6
702,1961-62,1962-01-18,Duquesne,5,Cincinnati,3,0,54,62,-8
703,2023-24,2023-12-01,Kansas,5,Connecticut,4,1,69,65,4
704,2009-10,2010-02-08,West Virginia,5,Villanova,4,0,75,82,-7
705,2007-08,2008-01-12,UCLA,5,Washington State,4,1,81,74,7
706,2002-03,2003-03-08,Oklahoma,5,Texas,4,0,71,76,-5
707,1991-92,1992-01-14,Indiana,5,Ohio State,4,1,91,83,8
708,1974-75,1975-01-16,Maryland,5,NC State,4,1,103,85,18
709,1963-64,1964-02-15,Duke,5,Davidson,4,1,82,75,7
710,1962-63,1963-01-07,Illinois,5,Ohio State,4,1,90,78,12
711,1951-52,1952-02-23,Illinois,5,Iowa,4,1,78,62,16
712,2003-04,2004-01-21,Louisville,5,Cincinnati,6,1,93,66,27
713,2003-04,2003-12-03,Michigan State,5,Duke,6,0,50,72,-22
714,2002-03,2003-02-23,Oklahoma,5,Kansas,6,1,77,70,7
715,1992-93,1993-02-03,Duke,5,North Carolina,6,1,81,67,14
716,1980-81,1981-01-19,Louisiana State,5,Kentucky,6,1,81,67,14
717,1977-78,1977-12-17,North Carolina,5,Cincinnati,6,1,67,59,8
718,2019-20,2019-12-08,Virginia,5,North Carolina,7,1,56,47,9
719,2011-12,2012-01-15,Ohio State,5,Indiana,7,1,80,63,17
720,1986-87,1986-11-22,Nevada-Las Vegas,5,Oklahoma,7,1,90,81,9
721,1974-75,1975-02-22,Alabama,5,Kentucky,7,0,79,84,-5
722,1958-59,1958-12-31,NC State,5,Michigan State,7,1,70,61,9
723,2020-21,2020-12-08,Kansas,5,Creighton,8,1,73,72,1
724,2012-13,2013-01-12,Indiana,5,Minnesota,8,1,88,81,7
725,2001-02,2002-02-23,Alabama,5,Florida,8,1,65,64,1
726,1992-93,1993-01-13,North Carolina,5,Georgia Tech,8,1,80,67,13
727,1992-93,1993-01-06,Indiana,5,Iowa,8,1,75,67,8
728,1984-85,1985-03-02,Duke,5,North Carolina,8,0,68,78,-10
729,1983-84,1984-03-11,Houston,5,Arkansas,8,1,57,56,1
730,1980-81,1981-01-24,Louisiana State,5,Tennessee,8,1,80,63,17
731,1979-80,1980-01-05,Ohio State,5,Purdue,8,1,67,58,9
732,1979-80,1979-12-22,Indiana,5,North Carolina,8,0,57,61,-4
733,1967-68,1968-01-08,Tennessee,5,Vanderbilt,8,1,64,62,2
734,1957-58,1957-12-20,Kentucky,5,West Virginia,8,0,70,77,-7
735,2022-23,2023-02-18,Kansas,5,Baylor,9,1,87,71,16
736,2017-18,2018-03-03,Duke,5,North Carolina,9,1,74,64,10
737,2011-12,2011-11-30,North Carolina,5,Wisconsin,9,1,60,57,3
738,2006-07,2007-02-01,UCLA,5,Oregon,9,1,69,57,12
739,1988-89,1989-03-05,North Carolina,5,Duke,9,0,86,88,-2
740,1986-87,1987-01-22,Purdue,5,Illinois,9,1,87,86,1
741,1978-79,1979-02-18,Duke,5,Louisville,9,1,88,72,16
742,2019-20,2019-12-14,Michigan,5,Oregon,10,0,70,71,-1
743,2011-12,2012-03-04,Michigan State,5,Ohio State,10,0,70,72,-2
744,2011-12,2012-02-08,North Carolina,5,Duke,10,0,84,85,-1
745,2009-10,2009-12-05,Kentucky,5,North Carolina,10,1,68,66,2
