,date,winner,location,loser
598,"Nov 8, 1980",41,North Texas,23
599,"Nov 8, 1980",32,Bowling Green,10
600,"Nov 8, 1980",39,Western Carolina,14
601,"Nov 8, 1980",14,Memphis,10
602,"Nov 8, 1980",37,Texas-El Paso,7
603,"Nov 8, 1980",24,Yale,6
604,"Nov 8, 1980",48,Columbia,0
605,"Nov 8, 1980",17,Nebraska-Omaha,0
606,"Nov 8, 1980",28,James Madison,23
607,"Nov 8, 1980",31,Virginia Tech,7
608,"Nov 8, 1980",31,Southern Illinois,14
609,"Nov 8, 1980",21,Davidson,7
610,"Nov 8, 1980",26,(20) Florida,21
611,"Nov 8, 1980",24,William & Mary,13
612,"Nov 8, 1980",31,San Diego State,6
613,"Nov 8, 1980",15,Eastern Michigan,7
614,"Nov 8, 1980",31,Vanderbilt,10
615,"Nov 8, 1980",23,Arkansas State,22
616,"Nov 8, 1980",20,Cal State Fullerton,10
617,"Nov 8, 1980",30,Texas-Arlington,13
618,"Nov 8, 1980",40,Mississippi College,22
619,"Nov 8, 1980",17,Holy Cross,13
620,"Nov 8, 1980",45,Louisiana Tech,8
621,"Nov 8, 1980",23,East Carolina,10
622,"Nov 8, 1980",34,Western Michigan,24
623,"Nov 8, 1980",24,Wisconsin,0
624,"Nov 8, 1980",42,Northwestern,10
625,"Nov 8, 1980",31,Indiana,7
626,"Nov 8, 1980",14,Iowa State,10
627,"Nov 8, 1980",6,Syracuse,3
628,"Nov 8, 1980",55,Kansas State,8
629,"Nov 8, 1980",33,Wyoming,26
630,"Nov 8, 1980",14,Wichita State,14
631,"Nov 8, 1980",24,Clemson,19
632,"Nov 8, 1980",3,Georgia Tech,3
633,"Nov 8, 1980",28,Marshall,20
634,"Nov 8, 1980",49,Illinois,42
635,"Nov 8, 1980",21,Kansas,19
636,"Nov 8, 1980",42,Colorado,7
637,"Nov 8, 1980",20,(8) UCLA,14
638,"Nov 8, 1980",21,North Carolina State,13
639,"Nov 8, 1980",41,Louisville,23
640,"Nov 8, 1980",24,Maine,7
641,"Nov 8, 1980",58,Iowa,13
642,"Nov 8, 1980",19,Virginia,17
643,"Nov 8, 1980",28,Pacific,23
644,"Nov 8, 1980",45,Citadel,24
645,"Nov 8, 1980",34,Stanford,9
646,"Nov 8, 1980",34,Rice,14
647,"Nov 8, 1980",15,Houston,13
648,"Nov 8, 1980",24,Texas Tech,17
649,"Nov 8, 1980",13,Northern Illinois,6
650,"Nov 8, 1980",30,Indiana State,7
651,"Nov 8, 1980",49,New Mexico,21
652,"Nov 8, 1980",50,Weber State,13
653,"Nov 8, 1980",34,Pennsylvania,3
654,"Nov 8, 1980",27,Duke,24
655,"Nov 8, 1980",45,Arizona,22
656,"Nov 8, 1980",28,Oregon State,7
657,"Nov 8, 1980",41,Temple,28
658,"Nov 15, 1980",25,Wyoming,7
659,"Nov 15, 1980",63,Pacific,35
660,"Nov 15, 1980",27,Texas A&M,24
661,"Nov 15, 1980",37,Ohio,18
662,"Nov 15, 1980",16,Rice,6
663,"Nov 15, 1980",27,Syracuse,16
664,"Nov 15, 1980",45,Colorado State,14
665,"Nov 15, 1980",22,Western Michigan,10
666,"Nov 15, 1980",27,Illinois State,19
667,"Nov 15, 1980",31,Davidson,13
668,"Nov 15, 1980",17,Bucknell,14
669,"Nov 15, 1980",24,Columbia,0
670,"Nov 15, 1980",28,Brown,24
671,"Nov 15, 1980",28,East Carolina,16
672,"Nov 15, 1980",17,Kentucky,15
673,"Nov 15, 1980",21,Montana State,14
674,"Nov 15, 1980",31,Auburn,21
675,"Nov 15, 1980",28,Pennsylvania,17
676,"Nov 15, 1980",24,Nevada-Las Vegas,19
677,"Nov 15, 1980",26,Illinois,24
678,"Nov 15, 1980",33,New Mexico State,28
679,"Nov 15, 1980",42,Colorado,3
680,"Nov 15, 1980",28,Utah State,27
681,"Nov 15, 1980",27,Louisiana Tech,9
682,"Nov 15, 1980",20,Cincinnati,0
683,"Nov 15, 1980",34,Clemson,7
684,"Nov 15, 1980",35,Lamar,3
685,"Nov 15, 1980",24,Vanderbilt,17
686,"Nov 15, 1980",49,Kent State,14
687,"Nov 15, 1980",26,(16) Purdue,0
688,"Nov 15, 1980",30,Minnesota,12
689,"Nov 15, 1980",20,Tennessee,9
690,"Nov 15, 1980",55,Louisiana State,31
691,"Nov 15, 1980",19,Georgia Tech,8
692,"Nov 15, 1980",35,Iowa State,0
693,"Nov 15, 1980",26,Virginia,3
694,"Nov 15, 1980",38,Duke,21
695,"Nov 15, 1980",26,Louisiana-Monroe,18
696,"Nov 15, 1980",7,(5) Alabama,0
697,"Nov 15, 1980",41,Iowa,7
698,"Nov 15, 1980",17,Missouri,7
699,"Nov 15, 1980",10,Kansas State,0
700,"Nov 15, 1980",40,Oregon State,21
701,"Nov 15, 1980",50,Temple,7
702,"Nov 15, 1980",45,Army,7
703,"Nov 15, 1980",28,Texas-El Paso,7
704,"Nov 15, 1980",33,Cal State Fullerton,21
705,"Nov 15, 1980",39,Wake Forest,38
706,"Nov 15, 1980",33,Richmond,12
707,"Nov 15, 1980",51,Texas Christian,26
708,"Nov 15, 1980",14,(18) Southern Methodist,0
709,"Nov 15, 1980",36,Arkansas State,14
710,"Nov 15, 1980",38,Marshall,10
711,"Nov 15, 1980",21,Memphis,16
712,"Nov 15, 1980",41,Southern Illinois,7
713,"Nov 15, 1980",23,Arizona State,14
714,"Nov 15, 1980",45,Holy Cross,13
715,"Nov 15, 1980",21,Virginia Military Institute,6
716,"Nov 15, 1980",20,(2) Southern California,10
717,"Nov 15, 1980",31,California,17
718,"Nov 15, 1980",24,Rutgers,15
719,"Nov 15, 1980",20,East Tennessee State,17
720,"Nov 15, 1980",20,West Texas State,18
721,"Nov 15, 1980",39,Northwestern,19
722,"Nov 15, 1980",14,Furman,14
723,"Nov 15, 1980",25,Princeton,13
724,"Nov 22, 1980",24,Oregon State,7
725,"Nov 22, 1980",42,Oregon,37
726,"Nov 22, 1980",14,Austin Peay,9
727,"Nov 22, 1980",28,Indiana State,21
728,"Nov 22, 1980",16,(20) Texas,0
729,"Nov 22, 1980",13,Massachusetts,12
730,"Nov 22, 1980",56,Utah,6
731,"Nov 22, 1980",31,Columbia,13
732,"Nov 22, 1980",28,Stanford,23
733,"Nov 22, 1980",23,Miami (OH),13
734,"Nov 22, 1980",27,(14) South Carolina,6
735,"Nov 22, 1980",31,Pennsylvania,9
736,"Nov 22, 1980",21,Marshall,16
737,"Nov 22, 1980",28,Citadel,15
738,"Nov 22, 1980",34,Texas Tech,7
739,"Nov 22, 1980",41,Michigan State,0
740,"Nov 22, 1980",23,Oklahoma State,21
741,"Nov 22, 1980",17,Colorado,14
742,"Nov 22, 1980",34,Toledo,14
743,"Nov 22, 1980",21,Drake,7
744,"Nov 22, 1980",24,Tulane,7
745,"Nov 22, 1980",19,Louisiana Tech,14
746,"Nov 22, 1980",6,Southern Mississippi,3
747,"Nov 22, 1980",31,Virginia,0
748,"Nov 22, 1980",14,Louisiana,0
749,"Nov 22, 1980",6,Wichita State,0
750,"Nov 22, 1980",26,North Texas,8
751,"Nov 22, 1980",9,(5) Ohio State,3
752,"Nov 22, 1980",19,Mississippi,14
753,"Nov 22, 1980",31,Kansas,6
754,"Nov 22, 1980",44,Duke,21
755,"Nov 22, 1980",36,East Carolina,14
756,"Nov 22, 1980",38,Eastern Michigan,6
757,"Nov 22, 1980",24,Air Force,10
758,"Nov 22, 1980",21,Bowling Green,20
759,"Nov 22, 1980",21,(4) Nebraska,17
760,"Nov 22, 1980",32,Cal State Fullerton,26
761,"Nov 22, 1980",27,Dartmouth,24
762,"Nov 22, 1980",24,Indiana,23
763,"Nov 22, 1980",26,William & Mary,14
764,"Nov 22, 1980",35,Colgate,13
765,"Nov 22, 1980",24,New Mexico,22
766,"Nov 22, 1980",20,West Virginia,7
767,"Nov 22, 1980",45,Kentucky,14
768,"Nov 22, 1980",13,Texas Christian,10
769,"Nov 22, 1980",44,Lamar,27
770,"Nov 22, 1980",21,New Mexico State,20
771,"Nov 22, 1980",20,(12) Southern California,17
772,"Nov 22, 1980",44,San Jose State,38
773,"Nov 22, 1980",31,Chattanooga,29
774,"Nov 22, 1980",23,Temple,7
775,"Nov 22, 1980",28,Appalachian State,16
776,"Nov 22, 1980",30,Washington State,23
777,"Nov 22, 1980",23,Southern Illinois,20
778,"Nov 22, 1980",25,Minnesota,7
779,"Nov 22, 1980",52,Texas-El Paso,7
780,"Nov 22, 1980",14,Harvard,0
781,"Nov 23, 1980",31,Arkansas,7
782,"Nov 28, 1980",14,(5) Penn State,9
783,"Nov 29, 1980",34,Auburn,18
784,"Nov 29, 1980",44,Arizona,7
785,"Nov 29, 1980",22,Texas Tech,16
786,"Nov 29, 1980",27,Holy Cross,26
787,"Nov 29, 1980",54,Nevada-Las Vegas,14
788,"Nov 29, 1980",9,Rhode Island,3
789,"Nov 29, 1980",38,Georgia Tech,20
790,"Nov 29, 1980",20,Air Force,12
791,"Nov 29, 1980",31,(18) Florida,7
792,"Nov 29, 1980",33,Army,6
793,"Nov 29, 1980",63,Oklahoma State,14
794,"Nov 29, 1980",35,Houston,7
795,"Nov 29, 1980",21,Utah,20
796,"Nov 29, 1980",51,Vanderbilt,13
797,"Nov 29, 1980",24,Texas,14
798,"Nov 30, 1980",34,Oregon State,3
799,"Dec 6, 1980",17,Florida,13
800,"Dec 6, 1980",20,(2) Notre Dame,3
801,"Dec 13, 1980",16,McNeese State,14
802,"Dec 14, 1980",35,Navy,0
803,"Dec 19, 1980",46,(19) Southern Methodist,45
804,"Dec 20, 1980",35,Maryland,20
805,"Dec 26, 1980",31,(11) Ohio State,19
806,"Dec 27, 1980",34,Tulane,15
807,"Dec 27, 1980",31,(17) Mississippi State,17
808,"Dec 27, 1980",28,Missouri,25
809,"Dec 29, 1980",37,(18) South Carolina,9
810,"Dec 31, 1980",16,Texas,7
811,"Jan 1, 1981",30,(6) Baylor,2
812,"Jan 1, 1981",17,(7) Notre Dame,10
813,"Jan 1, 1981",23,(16) Washington,6
814,"Jan 1, 1981",18,(2) Florida State,17
815,"Jan 2, 1981",20,Virginia Tech,10
816,"Sep 5, 1981",24,Louisiana State,7
817,"Sep 5, 1981",48,Lenoir-Rhyne,9
818,"Sep 5, 1981",24,Texas Christian,16
819,"Sep 5, 1981",31,Long Beach State,8
820,"Sep 5, 1981",45,Wofford,10
821,"Sep 5, 1981",39,Northern Iowa,30
822,"Sep 5, 1981",42,Western Carolina,6
823,"Sep 5, 1981",31,Tennessee Tech,22
824,"Sep 5, 1981",17,Louisville,0
825,"Sep 5, 1981",23,Oregon,16
826,"Sep 5, 1981",44,Tennessee,0
827,"Sep 5, 1981",21,New Mexico,10
828,"Sep 5, 1981",31,Western Illinois,7
829,"Sep 5, 1981",15,Tulsa,11
830,"Sep 5, 1981",28,North Texas,6
831,"Sep 5, 1981",18,Baylor,17
832,"Sep 5, 1981",38,Indiana State,8
833,"Sep 5, 1981",27,Southern Illinois,12
834,"Sep 5, 1981",21,(17) Florida,20
835,"Sep 5, 1981",19,Tulane,18
836,"Sep 5, 1981",20,Memphis,3
837,"Sep 5, 1981",16,San Jose State,6
838,"Sep 5, 1981",14,Texas-El Paso,7
839,"Sep 5, 1981",27,Richmond,21
840,"Sep 5, 1981",10,Central Michigan,3
841,"Sep 5, 1981",26,Illinois,6
842,"Sep 5, 1981",29,Syracuse,27
843,"Sep 5, 1981",23,Wake Forest,6
844,"Sep 5, 1981",48,Texas-Arlington,0
845,"Sep 5, 1981",33,Louisiana,7
846,"Sep 5, 1981",42,William & Mary,0
847,"Sep 5, 1981",29,California,28
848,"Sep 5, 1981",10,Utah State,0
849,"Sep 5, 1981",17,Louisiana Tech,10
850,"Sep 5, 1981",38,Missouri Southern,6
851,"Sep 5, 1981",38,Cal State Fullerton,13
852,"Sep 5, 1981",19,Cincinnati,13
853,"Sep 12, 1981",14,Eastern Michigan,7
854,"Sep 12, 1981",45,James Madison,0
855,"Sep 12, 1981",52,Utah,10
856,"Sep 12, 1981",14,Tulsa,10
857,"Sep 12, 1981",35,Louisiana-Monroe,13
858,"Sep 12, 1981",24,McNeese State,21
859,"Sep 12, 1981",38,Bowling Green,0
860,"Sep 12, 1981",45,Air Force,21
861,"Sep 12, 1981",42,Middle Tennessee State,19
862,"Sep 12, 1981",13,Tulane,5
863,"Sep 12, 1981",45,Texas Tech,27
864,"Sep 12, 1981",17,Indiana State,14
865,"Sep 12, 1981",35,Furman,7
866,"Sep 12, 1981",10,Memphis,5
867,"Sep 12, 1981",27,California,13
868,"Sep 12, 1981",24,(2) Alabama,21
869,"Sep 12, 1981",14,Boston University,6
870,"Sep 12, 1981",27,Michigan State,17
871,"Sep 12, 1981",21,Northwestern,20
872,"Sep 12, 1981",10,(7) Nebraska,7
873,"Sep 12, 1981",17,West Texas State,13
874,"Sep 12, 1981",19,Oregon,10
875,"Sep 12, 1981",31,South Dakota,10
876,"Sep 12, 1981",17,Northern Illinois,7
877,"Sep 12, 1981",31,East Tennessee State,3
878,"Sep 12, 1981",31,Toledo,6
879,"Sep 12, 1981",20,Morehead State,17
880,"Sep 12, 1981",33,William & Mary,14
881,"Sep 12, 1981",19,Ohio,17
882,"Sep 12, 1981",20,South Carolina,13
883,"Sep 12, 1981",24,Army,10
884,"Sep 12, 1981",17,Citadel,7
885,"Sep 12, 1981",49,New Mexico,42
886,"Sep 12, 1981",56,East Carolina,0
887,"Sep 12, 1981",28,Wake Forest,23
888,"Sep 12, 1981",27,Louisiana State,9
889,"Sep 12, 1981",34,Duke,13
890,"Sep 12, 1981",37,Wyoming,20
891,"Sep 12, 1981",31,Fresno State,28
892,"Sep 12, 1981",52,Cincinnati,0
893,"Sep 12, 1981",27,(19) Stanford,19
894,"Sep 12, 1981",13,Colgate,5
895,"Sep 12, 1981",30,Colorado State,14
896,"Sep 12, 1981",41,Santa Clara,7
897,"Sep 12, 1981",7,Louisiana,0
898,"Sep 12, 1981",43,Tennessee,7
899,"Sep 12, 1981",34,North Texas,7
900,"Sep 12, 1981",31,Syracuse,19
901,"Sep 12, 1981",31,Rice,3
902,"Sep 12, 1981",37,Texas-El Paso,15
903,"Sep 12, 1981",26,New Mexico State,13
904,"Sep 12, 1981",35,Arizona,18
905,"Sep 12, 1981",14,Cal State Fullerton,9
906,"Sep 12, 1981",23,Maryland,17
907,"Sep 12, 1981",21,Western Carolina,14
908,"Sep 12, 1981",28,Richmond,12
909,"Sep 12, 1981",34,Pacific,14
910,"Sep 12, 1981",33,Montana State,21
911,"Sep 12, 1981",32,Virginia,18
912,"Sep 12, 1981",20,Kent State,17
913,"Sep 12, 1981",13,Southern Illinois,7
914,"Sep 12, 1981",21,(1) Michigan,14
915,"Sep 18, 1981",3,Virginia,0
916,"Sep 19, 1981",19,Kentucky,10
917,"Sep 19, 1981",31,Chattanooga,14
918,"Sep 19, 1981",33,Wichita State,21
919,"Sep 19, 1981",38,Northwestern,7
920,"Sep 19, 1981",28,Louisiana Tech,21
921,"Sep 19, 1981",13,Texas A&M,12
922,"Sep 19, 1981",65,Texas-El Paso,8
923,"Sep 19, 1981",14,Arizona,13
924,"Sep 19, 1981",17,Northern Illinois,10
925,"Sep 19, 1981",12,Western Carolina,3
926,"Sep 19, 1981",13,(4) Georgia,3
927,"Sep 19, 1981",27,Lehigh,14
928,"Sep 19, 1981",32,Princeton,13
929,"Sep 19, 1981",13,Temple,7
930,"Sep 19, 1981",21,Western Illinois,6
931,"Sep 19, 1981",27,Georgia Tech,6
932,"Sep 19, 1981",21,East Tennessee State,0
933,"Sep 19, 1981",23,Columbia,6
934,"Sep 19, 1981",38,Cal State Fullerton,12
935,"Sep 19, 1981",17,Syracuse,14
936,"Sep 19, 1981",28,Eastern Michigan,7
937,"Sep 19, 1981",41,New Mexico State,6
938,"Sep 19, 1981",23,Iowa,12
939,"Sep 19, 1981",17,Akron,6
940,"Sep 19, 1981",50,Sam Houston,7
941,"Sep 19, 1981",27,Oregon State,24
942,"Sep 19, 1981",20,Louisiana,17
943,"Sep 19, 1981",35,Long Beach State,13
944,"Sep 19, 1981",13,Holy Cross,10
945,"Sep 19, 1981",59,Nicholls State,9
946,"Sep 19, 1981",12,Houston,7
947,"Sep 19, 1981",25,(1) Notre Dame,7
948,"Sep 19, 1981",16,Purdue,13
949,"Sep 19, 1981",7,Memphis,3
950,"Sep 19, 1981",29,Vanderbilt,9
951,"Sep 19, 1981",42,Rice,10
952,"Sep 19, 1981",30,Fresno State,26
953,"Sep 19, 1981",24,Eastern Kentucky,0
954,"Sep 19, 1981",34,(19) Florida State,14
955,"Sep 19, 1981",49,Miami (OH),7
956,"Sep 19, 1981",31,East Carolina,10
957,"Sep 19, 1981",23,Bowling Green,21
958,"Sep 19, 1981",27,Michigan State,13
959,"Sep 19, 1981",23,Tulsa,21
960,"Sep 19, 1981",34,Pacific,0
961,"Sep 19, 1981",29,Cornell,22
962,"Sep 19, 1981",38,Cincinnati,7
963,"Sep 19, 1981",24,Arkansas State,20
964,"Sep 19, 1981",28,Stanford,6
965,"Sep 19, 1981",17,Duke,3
966,"Sep 19, 1981",21,Indiana,0
967,"Sep 19, 1981",59,Grambling State,27
968,"Sep 19, 1981",21,Tulane,3
969,"Sep 19, 1981",42,Colorado State,0
970,"Sep 19, 1981",17,Southern Illinois,14
971,"Sep 19, 1981",23,North Texas,10
972,"Sep 19, 1981",38,Texas-Arlington,16
973,"Sep 19, 1981",28,New Mexico,21
974,"Sep 19, 1981",40,Ball State,0
975,"Sep 19, 1981",31,(20) Wisconsin,13
976,"Sep 19, 1981",46,Portland State,0
977,"Sep 19, 1981",31,Weber State,18
978,"Sep 19, 1981",14,Army,7
979,"Sep 19, 1981",47,William & Mary,3
980,"Sep 19, 1981",24,Auburn,21
981,"Sep 19, 1981",20,Kansas State,3
982,"Sep 19, 1981",14,Colorado,10
983,"Sep 19, 1981",21,Nevada-Las Vegas,17
984,"Sep 19, 1981",17,Maryland,13
985,"Sep 19, 1981",14,Marshall,3
986,"Sep 19, 1981",17,Air Force,10
987,"Sep 19, 1981",28,Brown,7
988,"Sep 26, 1981",28,Vanderbilt,7
989,"Sep 26, 1981",37,Cal State Fullerton,16
990,"Sep 26, 1981",27,Mississippi,13
991,"Sep 26, 1981",26,Central Michigan,23
992,"Sep 26, 1981",23,Brown,17
993,"Sep 26, 1981",28,Texas Tech,15
994,"Sep 26, 1981",41,Colorado,20
995,"Sep 26, 1981",10,Jacksonville State,3
996,"Sep 26, 1981",10,Rutgers,0
997,"Sep 26, 1981",34,Appalachian State,20
998,"Sep 26, 1981",34,Cornell,10
999,"Sep 26, 1981",61,Princeton,8
1000,"Sep 26, 1981",18,Kansas State,17
1001,"Sep 26, 1981",29,Virginia,24
1002,"Sep 26, 1981",28,Toledo,24
1003,"Sep 26, 1981",14,Marshall,0
1004,"Sep 26, 1981",31,Western Carolina,27
1005,"Sep 26, 1981",24,South Carolina,0
1006,"Sep 26, 1981",21,Idaho,6
1007,"Sep 26, 1981",33,Harvard,19
1008,"Sep 26, 1981",35,Utah State,7
1009,"Sep 26, 1981",20,(6) UCLA,7
1010,"Sep 26, 1981",28,Kent State,19
1011,"Sep 26, 1981",21,Kentucky,16
1012,"Sep 26, 1981",28,Columbia,13
1013,"Sep 26, 1981",58,Pennsylvania,0
1014,"Sep 26, 1981",34,North Texas,11
1015,"Sep 26, 1981",28,Rice,14
1016,"Sep 26, 1981",34,North Carolina State,9
1017,"Sep 26, 1981",10,Dartmouth,8
1018,"Sep 26, 1981",28,Georgia Tech,15
1019,"Sep 26, 1981",18,Eastern Michigan,12
1020,"Sep 26, 1981",21,Navy,16
1021,"Sep 26, 1981",10,Bowling Green,7
1022,"Sep 26, 1981",42,Oregon State,12
1023,"Sep 26, 1981",28,Florida,7
1024,"Sep 26, 1981",34,Louisville,3
1025,"Sep 26, 1981",32,Long Beach State,31
1026,"Sep 26, 1981",27,Air Force,10
1027,"Sep 26, 1981",56,Boston College,14
1028,"Sep 26, 1981",40,Illinois State,7
1029,"Sep 26, 1981",30,Ball State,27
1030,"Sep 26, 1981",24,Stanford,19
1031,"Sep 26, 1981",30,(15) Nebraska,24
1032,"Sep 26, 1981",15,(13) Notre Dame,14
1033,"Sep 26, 1981",23,Oklahoma State,16
1034,"Sep 26, 1981",27,California,24
1035,"Sep 26, 1981",28,(2) Oklahoma,24
1036,"Sep 26, 1981",36,Tulsa,34
1037,"Sep 26, 1981",20,Texas Christian,9
1038,"Sep 26, 1981",17,Richmond,10
1039,"Sep 26, 1981",21,Indiana,7
1040,"Sep 26, 1981",10,Auburn,7
1041,"Sep 26, 1981",14,(14) Miami (FL),7
1042,"Sep 26, 1981",43,Louisiana Tech,7
1043,"Sep 26, 1981",24,Lamar,7
1044,"Sep 26, 1981",42,Northwestern,0
1045,"Sep 26, 1981",30,Wake Forest,14
1046,"Sep 26, 1981",17,Oregon,3
1047,"Sep 26, 1981",24,(18) Arizona State,21
1048,"Sep 26, 1981",35,Texas-Arlington,31
1049,"Sep 26, 1981",49,Colorado State,3
1050,"Sep 26, 1981",14,Indiana State,14
1051,"Sep 26, 1981",21,Western Michigan,10
1052,"Sep 26, 1981",27,Connecticut,18
1053,"Oct 2, 1981",32,Utah State,26
1054,"Oct 2, 1981",38,Texas-El Paso,10
1055,"Oct 3, 1981",28,Colorado State,14
1056,"Oct 3, 1981",38,Mississippi,7
1057,"Oct 3, 1981",17,Stanford,13
1058,"Oct 3, 1981",26,(12) Washington,7
1059,"Oct 3, 1981",27,Harvard,13
1060,"Oct 3, 1981",23,Northern Illinois,0
1061,"Oct 3, 1981",34,Cal Poly,10
1062,"Oct 3, 1981",63,Eastern Michigan,14
1063,"Oct 3, 1981",31,Furman,28
1064,"Oct 3, 1981",21,Kentucky,3
1065,"Oct 3, 1981",21,Boston University,14
1066,"Oct 3, 1981",20,Pennsylvania,9
1067,"Oct 3, 1981",18,Long Beach State,7
1068,"Oct 3, 1981",24,East Carolina,14
1069,"Oct 3, 1981",17,Citadel,13
1070,"Oct 3, 1981",24,Louisiana State,10
1071,"Oct 3, 1981",36,(7) Ohio State,27
1072,"Oct 3, 1981",28,Dartmouth,0
1073,"Oct 3, 1981",24,Baylor,3
1074,"Oct 3, 1981",38,Minnesota,29
1075,"Oct 3, 1981",64,Northwestern,0
1076,"Oct 3, 1981",7,(5) Oklahoma,7
1077,"Oct 3, 1981",17,Arkansas State,16
1078,"Oct 3, 1981",35,Louisiana Tech,0
1079,"Oct 3, 1981",36,Marshall,0
1080,"Oct 3, 1981",48,Vanderbilt,16
1081,"Oct 3, 1981",20,Kent State,13
1082,"Oct 3, 1981",38,Indiana,17
1083,"Oct 3, 1981",23,Western Carolina,10
1084,"Oct 3, 1981",14,(9) Mississippi State,3
1085,"Oct 3, 1981",17,Auburn,3
1086,"Oct 3, 1981",28,Georgia Tech,7
1087,"Oct 3, 1981",30,Virginia,24
1088,"Oct 3, 1981",20,Michigan State,7
1089,"Oct 3, 1981",9,North Texas,0
1090,"Oct 3, 1981",30,Temple,0
1091,"Oct 3, 1981",42,South Carolina,28
1092,"Oct 3, 1981",20,Brown,17
1093,"Oct 3, 1981",20,Tulane,16
1094,"Oct 3, 1981",24,James Madison,7
1095,"Oct 3, 1981",31,Cornell,17
1096,"Oct 3, 1981",17,New Mexico,15
1097,"Oct 3, 1981",65,Fresno State,33
1098,"Oct 3, 1981",56,Oregon State,22
1099,"Oct 3, 1981",14,Illinois State,3
1100,"Oct 3, 1981",52,Texas-Arlington,9
1101,"Oct 3, 1981",13,Lamar,10
1102,"Oct 3, 1981",17,Maryland,17
1103,"Oct 3, 1981",24,Texas Tech,23
1104,"Oct 3, 1981",28,(19) Arkansas,24
1105,"Oct 3, 1981",21,Ohio,14
1106,"Oct 3, 1981",35,Kansas State,21
1107,"Oct 3, 1981",27,Colorado,7
1108,"Oct 3, 1981",31,William & Mary,14
1109,"Oct 3, 1981",17,Memphis,13
1110,"Oct 3, 1981",15,Appalachian State,14
1111,"Oct 3, 1981",31,Pacific,0
1112,"Oct 3, 1981",31,McNeese State,24
1113,"Oct 3, 1981",38,Boston College,10
1114,"Oct 3, 1981",21,Bowling Green,7
1115,"Oct 3, 1981",24,New Mexico State,20
1116,"Oct 3, 1981",20,Purdue,14
1117,"Oct 3, 1981",45,Nevada-Las Vegas,21
1118,"Oct 3, 1981",23,Navy,19
1119,"Oct 10, 1981",13,(1) Southern California,10
1120,"Oct 10, 1981",24,Oregon,0
1121,"Oct 10, 1981",26,Texas Tech,14
1122,"Oct 10, 1981",14,Louisiana,3
1123,"Oct 10, 1981",19,Louisiana State,7
1124,"Oct 10, 1981",26,Pennsylvania,24
1125,"Oct 10, 1981",13,Fresno State,10
1126,"Oct 10, 1981",15,Western Michigan,13
1127,"Oct 10, 1981",20,Marshall,0
1128,"Oct 10, 1981",19,Ohio,9
1129,"Oct 10, 1981",27,Virginia,0
1130,"Oct 10, 1981",24,Wichita State,23
1131,"Oct 10, 1981",14,Virginia Tech,7
1132,"Oct 10, 1981",17,Richmond,13
1133,"Oct 10, 1981",15,Maryland,10
1134,"Oct 10, 1981",19,Notre Dame,13
1135,"Oct 10, 1981",22,Appalachian State,18
1136,"Oct 10, 1981",37,Mississippi,7
1137,"Oct 10, 1981",27,Cornell,10
1138,"Oct 10, 1981",14,Wyoming,9
1139,"Oct 10, 1981",25,Eastern Illinois,3
1140,"Oct 10, 1981",31,Ball State,7
1141,"Oct 10, 1981",42,Indiana,28
1142,"Oct 10, 1981",31,Northern Illinois,10
1143,"Oct 10, 1981",17,Louisiana-Monroe,13
1144,"Oct 10, 1981",14,Memphis,7
1145,"Oct 10, 1981",42,Northwestern State,21
1146,"Oct 10, 1981",7,Bowling Green,7
1147,"Oct 10, 1981",38,Michigan State,20
1148,"Oct 10, 1981",35,Northwestern,23
1149,"Oct 10, 1981",37,Colorado State,27
1150,"Oct 10, 1981",58,Kansas State,13
1151,"Oct 10, 1981",30,Air Force,13
1152,"Oct 10, 1981",59,Colorado,0
1153,"Oct 10, 1981",45,(8) Brigham Young,41
1154,"Oct 10, 1981",26,Texas-El Paso,3
1155,"Oct 10, 1981",48,Wake Forest,10
1156,"Oct 10, 1981",38,New Mexico State,16
1157,"Oct 10, 1981",20,Kansas,7
1158,"Oct 10, 1981",38,Boston College,7
1159,"Oct 10, 1981",17,West Virginia,0
1160,"Oct 10, 1981",21,Columbia,14
1161,"Oct 10, 1981",44,Illinois,20
1162,"Oct 10, 1981",41,Texas Christian,28
1163,"Oct 10, 1981",17,Army,0
1164,"Oct 10, 1981",52,(12) Iowa State,31
1165,"Oct 10, 1981",28,Kentucky,14
1166,"Oct 10, 1981",29,West Texas State,22
1167,"Oct 10, 1981",37,Baylor,20
1168,"Oct 10, 1981",13,(7) Alabama,13
1169,"Oct 10, 1981",26,(17) UCLA,23
1170,"Oct 10, 1981",31,Colgate,0
1171,"Oct 10, 1981",10,Georgia Tech,7
1172,"Oct 10, 1981",34,(10) Oklahoma,14
1173,"Oct 10, 1981",7,Houston,6
1174,"Oct 10, 1981",31,Louisiana Tech,14
1175,"Oct 10, 1981",42,Eastern Michigan,7
1176,"Oct 10, 1981",14,Vanderbilt,10
1177,"Oct 10, 1981",17,Pacific,14
1178,"Oct 10, 1981",14,Citadel,0
1179,"Oct 10, 1981",27,California,26
1180,"Oct 10, 1981",23,Oregon State,0
1181,"Oct 10, 1981",37,Wofford,30
1182,"Oct 10, 1981",12,Dartmouth,7
1183,"Oct 10, 1981",24,(18) Ohio State,21
1184,"Oct 10, 1981",29,Holy Cross,28
1185,"Oct 17, 1981",38,Tennessee,19
1186,"Oct 17, 1981",18,Oregon,14
1187,"Oct 17, 1981",45,California,17
1188,"Oct 17, 1981",42,(1) Texas,11
